,teamId,year,runsScored,runsPitching,teamName,season,homeName,wins,losses,winLossRatio,awayName,winProb,lossProb,pythag_expect
0,108,2018,721,722,Los Angeles Angels,2018,Los Angeles Angels,3470.0,3339.0,0.5323953929889755,,0.5096196210897341,0.4903803789102658,0.4993069996398127
1,109,2018,693,644,Arizona Diamondbacks,2018,Arizona Diamondbacks,3720.0,3073.0,0.5784357959041941,,0.547622552627705,0.452377447372295,0.536600054749521
2,110,2018,622,892,Baltimore Orioles,2018,Baltimore Orioles,2213.0,5253.0,0.3173952886816206,,0.2964103937851594,0.7035896062148406,0.32716134989869333
3,111,2018,960,698,Boston Red Sox,2018,Boston Red Sox,5065.0,2308.0,0.7132856642322959,,0.6869659568696596,0.3130340431303404,0.654171907518718
4,112,2018,762,647,Chicago Cubs,2018,Chicago Cubs,4271.0,3049.0,0.5870127056507665,,0.5834699453551913,0.4165300546448087,0.5810780653147901
5,113,2018,696,819,Cincinnati Reds,2018,Cincinnati Reds,2696.0,4014.0,0.3473836177133684,,0.4017883755588673,0.5982116244411326,0.41934352917345136
6,114,2018,824,669,Cleveland Indians,2018,Cleveland Indians,3774.0,3030.0,0.5424010951787203,,0.5546737213403881,0.445326278659612,0.602710785353699
7,115,2018,784,759,Colorado Rockies,2018,Colorado Rockies,3890.0,3441.0,0.4967617486998663,,0.5306233801664166,0.4693766198335834,0.5161979513528177
8,116,2018,630,796,Detroit Tigers,2018,Detroit Tigers,2890.0,3924.0,0.4188034986224673,,0.4241267977692985,0.5758732022307015,0.3851468584670204
9,117,2018,839,569,Houston Astros,2018,Houston Astros,4337.0,2503.0,0.6576270714902079,,0.6340643274853801,0.3659356725146199,0.6849599389694477
10,118,2018,638,833,Kansas City Royals,2018,Kansas City Royals,2226.0,4628.0,0.3503692051600414,,0.3247738546833965,0.6752261453166034,0.36972640478575897
11,119,2018,863,670,Los Angeles Dodgers,2018,Los Angeles Dodgers,3594.0,3237.0,0.4964048591551739,,0.5261308739569609,0.4738691260430391,0.6239325977301915
12,120,2018,771,682,Washington Nationals,2018,Washington Nationals,3851.0,3724.0,0.502752804061011,,0.5083828382838284,0.4916171617161716,0.5610236276207688
13,121,2018,676,707,New York Mets,2018,New York Mets,3151.0,3832.0,0.5001442995212289,,0.4512387226120578,0.5487612773879421,0.4775962166540381
14,133,2018,815,681,Oakland Athletics,2018,Oakland Athletics,3882.0,2968.0,0.5442412027931307,,0.5667153284671533,0.4332846715328467,0.588859258891511
15,134,2018,692,693,Pittsburgh Pirates,2018,Pittsburgh Pirates,3389.0,3360.0,0.5056466749622461,,0.5021484664394725,0.4978515335605274,0.4992779787157509
16,135,2018,617,767,San Diego Padres,2018,San Diego Padres,2625.0,3900.0,0.3852695270479335,,0.4022988505747126,0.5977011494252874,0.39287682486083275
17,136,2018,677,711,Seattle Mariners,2018,Seattle Mariners,3966.0,2896.0,0.5714305668312571,,0.5779656076945497,0.4220343923054503,0.47551901229444415
18,137,2018,603,699,San Francisco Giants,2018,San Francisco Giants,3476.0,3663.0,0.473324712209585,,0.4869029275808937,0.5130970724191063,0.42666596261484846
19,138,2018,759,691,St. Louis Cardinals,2018,St. Louis Cardinals,3719.0,3123.0,0.5340279618415773,,0.5435545162233265,0.4564454837766735,0.5467936391023974
20,139,2018,716,646,Tampa Bay Rays,2018,Tampa Bay Rays,3670.0,3512.0,0.4854109710728426,,0.5109997215260373,0.4890002784739626,0.5512596078161494
21,140,2018,737,848,Texas Rangers,2018,Texas Rangers,2763.0,3893.0,0.3834438765127146,,0.4151141826923077,0.5848858173076923,0.43031024192072553
22,141,2018,709,832,Toronto Blue Jays,2018,Toronto Blue Jays,3104.0,3585.0,0.4760180540560768,,0.4640454477500373,0.5359545522499626,0.42068700022177496
23,142,2018,738,775,Minnesota Twins,2018,Minnesota Twins,3194.0,3671.0,0.4854544390365354,,0.4652585579024035,0.5347414420975966,0.47555989029651546
24,143,2018,677,728,Philadelphia Phillies,2018,Philadelphia Phillies,3807.0,3312.0,0.5202914413217782,,0.5347661188369153,0.4652338811630847,0.4637488326066742
25,144,2018,767,677,Atlanta Braves,2018,Atlanta Braves,4101.0,3234.0,0.5462771680093589,,0.5591002044989775,0.4408997955010225,0.5620856893345997
26,145,2018,656,848,Chicago White Sox,2018,Chicago White Sox,2531.0,4362.0,0.3771465200364881,,0.3671840998114029,0.6328159001885971,0.37438752783964363
27,146,2018,589,809,Miami Marlins,2018,Miami Marlins,2660.0,3954.0,0.4328434867881331,,0.4021771998790444,0.5978228001209556,0.34643529771260695
28,147,2018,872,698,New York Yankees,2018,New York Yankees,4368.0,2480.0,0.6415440332327649,,0.6378504672897196,0.3621495327102804,0.6094832588963665
29,158,2018,791,684,Milwaukee Brewers,2018,Milwaukee Brewers,4002.0,2909.0,0.6129915887058116,,0.5790768340327015,0.4209231659672985,0.5721626245842619
30,159,2018,8,6,,2018,,1.0,0.0,1.0,American League All-Stars,1.0,0.0,0.64
31,159,2018,8,6,,2018,,3804.0,3151.0,0.5714420862076509,Arizona Diamondbacks,0.5469446441409058,0.4530553558590942,0.64
32,159,2018,8,6,,2018,,0.0,1.0,0.0,Arizona State Sun Devils,0.0,1.0,0.64
33,159,2018,8,6,,2018,,3750.0,2904.0,0.5345968420164972,Atlanta Braves,0.563570784490532,0.436429215509468,0.64
34,159,2018,8,6,,2018,,0.0,1.0,0.0,Atlanta Braves Futures,0.0,1.0,0.64
35,159,2018,8,6,,2018,,2063.0,4767.0,0.3233977007792384,Baltimore Orioles,0.3020497803806735,0.6979502196193265,0.64
36,159,2018,8,6,,2018,,0.0,1.0,0.0,Boston College Eagles,0.0,1.0,0.64
37,159,2018,8,6,,2018,,4594.0,2079.0,0.6953811982281267,Boston Red Sox,0.6884459763224936,0.3115540236775063,0.64
38,159,2018,8,6,,2018,,0.0,1.0,0.0,Canada Jr. Team,0.0,1.0,0.64
39,159,2018,8,6,,2018,,4120.0,2956.0,0.5823909648251168,Chicago Cubs,0.5822498586772188,0.4177501413227812,0.64
40,159,2018,8,6,,2018,,2529.0,4350.0,0.3994524253309938,Chicago White Sox,0.3676406454426515,0.6323593545573485,0.64
41,159,2018,8,6,,2018,,2890.0,4207.0,0.3648973743646647,Cincinnati Reds,0.4072143159081302,0.5927856840918698,0.64
42,159,2018,8,6,,2018,,3898.0,3112.0,0.5330975979735388,Cleveland Indians,0.5560627674750357,0.4439372325249643,0.64
43,159,2018,8,6,,2018,,3430.0,3077.0,0.4881558143427849,Colorado Rockies,0.5271246350084524,0.4728753649915476,0.64
44,159,2018,8,6,,2018,,2945.0,4030.0,0.4375387805370693,Detroit Tigers,0.4222222222222222,0.5777777777777777,0.64
45,159,2018,8,6,,2018,,0.0,1.0,0.0,Florida Southern College Mocs,0.0,1.0,0.64
46,159,2018,8,6,,2018,,4482.0,2595.0,0.6597829490122563,Houston Astros,0.6333192030521407,0.3666807969478592,0.64
47,159,2018,8,6,,2018,,2277.0,4692.0,0.3594250572620708,Kansas City Royals,0.3267326732673267,0.6732673267326733,0.64
48,159,2018,8,6,,2018,,0.0,1.0,0.0,Las Vegas 51s,0.0,1.0,0.64
49,159,2018,8,6,,2018,,3551.0,3420.0,0.5235654164972234,Los Angeles Angels,0.5093960694304978,0.4906039305695022,0.64
50,159,2018,8,6,,2018,,3836.0,3405.0,0.4839513844151987,Los Angeles Dodgers,0.5297610827233807,0.4702389172766192,0.64
51,159,2018,8,6,,2018,,2938.0,4466.0,0.4151472978229881,Miami Marlins,0.3968125337655321,0.6031874662344678,0.64
52,159,2018,8,6,,2018,,4093.0,2994.0,0.6108525757695688,Milwaukee Brewers,0.5775363341329194,0.4224636658670805,0.64
53,159,2018,8,6,,2018,,0.0,1.0,0.0,Minnesota Gophers,0.0,1.0,0.64
54,159,2018,8,6,,2018,,3147.0,3683.0,0.455025761759866,Minnesota Twins,0.4607613469985359,0.5392386530014641,0.64
55,159,2018,8,6,,2018,,3228.0,3882.0,0.4886372257133821,New York Mets,0.4540084388185654,0.5459915611814345,0.64
56,159,2018,8,6,,2018,,4654.0,2618.0,0.650902486196248,New York Yankees,0.63998899889989,0.36001100110011,0.64
57,159,2018,8,6,,2018,,0.0,1.0,0.0,Northeastern University Huskies,0.0,1.0,0.64
58,159,2018,8,6,,2018,,3885.0,3018.0,0.5232273412149577,Oakland Athletics,0.5627987831377662,0.4372012168622338,0.64
59,159,2018,8,6,,2018,,3722.0,3221.0,0.501031997318768,Philadelphia Phillies,0.5360795045369436,0.4639204954630563,0.64
60,159,2018,8,6,,2018,,3526.0,3513.0,0.5055072758285282,Pittsburgh Pirates,0.5009234266230999,0.4990765733769001,0.64
61,159,2018,8,6,,2018,,2934.0,4241.0,0.4164783436420227,San Diego Padres,0.4089198606271777,0.5910801393728223,0.64
62,159,2018,8,6,,2018,,3227.0,3356.0,0.4915067988007059,San Francisco Giants,0.4902020355461036,0.5097979644538964,0.64
63,159,2018,8,6,,2018,,3945.0,2934.0,0.5661301234789753,Seattle Mariners,0.5734845180985608,0.4265154819014392,0.64
64,159,2018,8,6,,2018,,3681.0,3194.0,0.510507216485653,St. Louis Cardinals,0.5354181818181818,0.4645818181818182,0.64
65,159,2018,8,6,,2018,,3327.0,3249.0,0.4712222917095851,Tampa Bay Rays,0.5059306569343066,0.4940693430656934,0.64
66,159,2018,8,6,,2018,,2945.0,4125.0,0.3837199405906476,Texas Rangers,0.4165487977369165,0.5834512022630834,0.64
67,159,2018,8,6,,2018,,3292.0,3818.0,0.4813582712797899,Toronto Blue Jays,0.4630098452883263,0.5369901547116737,0.64
68,159,2018,8,6,,2018,,0.0,1.0,0.0,University of Miami Hurricanes,0.0,1.0,0.64
69,159,2018,8,6,,2018,,0.0,1.0,0.0,University of Tampa Spartans,0.0,1.0,0.64
70,159,2018,8,6,,2018,,3503.0,3327.0,0.5194233107554789,Washington Nationals,0.5128843338213763,0.4871156661786237,0.64
71,160,2018,6,8,,2018,,1.0,0.0,1.0,American League All-Stars,1.0,0.0,0.36
