,teamId,year,runsScored,runsPitching,teamName,season,homeName,wins,losses,winLossRatio,awayName,winProb,lossProb,pythag_expect
72,160,2018,6,8,,2018,,3804.0,3151.0,0.5714420862076509,Arizona Diamondbacks,0.5469446441409058,0.4530553558590942,0.36
73,160,2018,6,8,,2018,,0.0,1.0,0.0,Arizona State Sun Devils,0.0,1.0,0.36
74,160,2018,6,8,,2018,,3750.0,2904.0,0.5345968420164972,Atlanta Braves,0.563570784490532,0.436429215509468,0.36
75,160,2018,6,8,,2018,,0.0,1.0,0.0,Atlanta Braves Futures,0.0,1.0,0.36
76,160,2018,6,8,,2018,,2063.0,4767.0,0.3233977007792384,Baltimore Orioles,0.3020497803806735,0.6979502196193265,0.36
77,160,2018,6,8,,2018,,0.0,1.0,0.0,Boston College Eagles,0.0,1.0,0.36
78,160,2018,6,8,,2018,,4594.0,2079.0,0.6953811982281267,Boston Red Sox,0.6884459763224936,0.3115540236775063,0.36
79,160,2018,6,8,,2018,,0.0,1.0,0.0,Canada Jr. Team,0.0,1.0,0.36
80,160,2018,6,8,,2018,,4120.0,2956.0,0.5823909648251168,Chicago Cubs,0.5822498586772188,0.4177501413227812,0.36
81,160,2018,6,8,,2018,,2529.0,4350.0,0.3994524253309938,Chicago White Sox,0.3676406454426515,0.6323593545573485,0.36
82,160,2018,6,8,,2018,,2890.0,4207.0,0.3648973743646647,Cincinnati Reds,0.4072143159081302,0.5927856840918698,0.36
83,160,2018,6,8,,2018,,3898.0,3112.0,0.5330975979735388,Cleveland Indians,0.5560627674750357,0.4439372325249643,0.36
84,160,2018,6,8,,2018,,3430.0,3077.0,0.4881558143427849,Colorado Rockies,0.5271246350084524,0.4728753649915476,0.36
85,160,2018,6,8,,2018,,2945.0,4030.0,0.4375387805370693,Detroit Tigers,0.4222222222222222,0.5777777777777777,0.36
86,160,2018,6,8,,2018,,0.0,1.0,0.0,Florida Southern College Mocs,0.0,1.0,0.36
87,160,2018,6,8,,2018,,4482.0,2595.0,0.6597829490122563,Houston Astros,0.6333192030521407,0.3666807969478592,0.36
88,160,2018,6,8,,2018,,2277.0,4692.0,0.3594250572620708,Kansas City Royals,0.3267326732673267,0.6732673267326733,0.36
89,160,2018,6,8,,2018,,0.0,1.0,0.0,Las Vegas 51s,0.0,1.0,0.36
90,160,2018,6,8,,2018,,3551.0,3420.0,0.5235654164972234,Los Angeles Angels,0.5093960694304978,0.4906039305695022,0.36
91,160,2018,6,8,,2018,,3836.0,3405.0,0.4839513844151987,Los Angeles Dodgers,0.5297610827233807,0.4702389172766192,0.36
92,160,2018,6,8,,2018,,2938.0,4466.0,0.4151472978229881,Miami Marlins,0.3968125337655321,0.6031874662344678,0.36
93,160,2018,6,8,,2018,,4093.0,2994.0,0.6108525757695688,Milwaukee Brewers,0.5775363341329194,0.4224636658670805,0.36
94,160,2018,6,8,,2018,,0.0,1.0,0.0,Minnesota Gophers,0.0,1.0,0.36
95,160,2018,6,8,,2018,,3147.0,3683.0,0.455025761759866,Minnesota Twins,0.4607613469985359,0.5392386530014641,0.36
96,160,2018,6,8,,2018,,3228.0,3882.0,0.4886372257133821,New York Mets,0.4540084388185654,0.5459915611814345,0.36
97,160,2018,6,8,,2018,,4654.0,2618.0,0.650902486196248,New York Yankees,0.63998899889989,0.36001100110011,0.36
98,160,2018,6,8,,2018,,0.0,1.0,0.0,Northeastern University Huskies,0.0,1.0,0.36
99,160,2018,6,8,,2018,,3885.0,3018.0,0.5232273412149577,Oakland Athletics,0.5627987831377662,0.4372012168622338,0.36
100,160,2018,6,8,,2018,,3722.0,3221.0,0.501031997318768,Philadelphia Phillies,0.5360795045369436,0.4639204954630563,0.36
101,160,2018,6,8,,2018,,3526.0,3513.0,0.5055072758285282,Pittsburgh Pirates,0.5009234266230999,0.4990765733769001,0.36
102,160,2018,6,8,,2018,,2934.0,4241.0,0.4164783436420227,San Diego Padres,0.4089198606271777,0.5910801393728223,0.36
103,160,2018,6,8,,2018,,3227.0,3356.0,0.4915067988007059,San Francisco Giants,0.4902020355461036,0.5097979644538964,0.36
104,160,2018,6,8,,2018,,3945.0,2934.0,0.5661301234789753,Seattle Mariners,0.5734845180985608,0.4265154819014392,0.36
105,160,2018,6,8,,2018,,3681.0,3194.0,0.510507216485653,St. Louis Cardinals,0.5354181818181818,0.4645818181818182,0.36
106,160,2018,6,8,,2018,,3327.0,3249.0,0.4712222917095851,Tampa Bay Rays,0.5059306569343066,0.4940693430656934,0.36
107,160,2018,6,8,,2018,,2945.0,4125.0,0.3837199405906476,Texas Rangers,0.4165487977369165,0.5834512022630834,0.36
108,160,2018,6,8,,2018,,3292.0,3818.0,0.4813582712797899,Toronto Blue Jays,0.4630098452883263,0.5369901547116737,0.36
109,160,2018,6,8,,2018,,0.0,1.0,0.0,University of Miami Hurricanes,0.0,1.0,0.36
110,160,2018,6,8,,2018,,0.0,1.0,0.0,University of Tampa Spartans,0.0,1.0,0.36
111,160,2018,6,8,,2018,,3503.0,3327.0,0.5194233107554789,Washington Nationals,0.5128843338213763,0.4871156661786237,0.36
