,id,year,team,average_age,avg_runs_allowed,wins,losses,win_loss_percentage,ERA,run_average_9,games_x,complete_game,shutouts,saves,innings_pitched,hits_x,runs_x,earned_runs,home_runs,walks,strikeouts_x,hit_batter,batters_faced,WHIP,hits_9,homeruns_9,walks_9,strikeouts_9,strikeout_walk,average_batter_age,avg_runs_scored,games_y,plate_appearances,at_bats,runs_y,hits_y,doubles,triples,homeruns,RBI,bases_on_balls,strikeouts_y,batting_average,OBP,SLG,OPS,total_bases,GDP,HBP,sacrifice_hits,sacrifice_flies
88,89,2012,Samsung Lions,29.0,3.56,80,51,0.611,3.39,3.58,133,3,13,39,1187.2,1085,473,448,65,384,885,37,4941,1.237,8.2,0.5,2.9,6.7,2.3,28.9,4.72,133,5160,4436,628,1205,200,26,89,585,500,813,0.272,0.353,0.389,0.742,1724,91,86,91,47
89,90,2012,Lotte Giants,29.9,3.89,65,62,0.512,3.48,3.92,133,3,9,39,1190.1,1145,518,460,74,469,825,53,5070,1.356,8.7,0.6,3.5,6.2,1.76,28.3,3.83,133,5043,4481,509,1179,202,16,73,479,375,890,0.263,0.326,0.364,0.69,1632,91,54,107,26
90,91,2012,Doosan Bears,28.3,3.9,68,62,0.523,3.58,3.91,133,9,12,38,1193.1,1053,519,475,66,491,802,57,5012,1.294,7.9,0.5,3.7,6.0,1.63,26.8,3.94,133,4937,4379,524,1139,172,26,59,490,362,659,0.26,0.322,0.352,0.673,1540,129,54,102,40
91,92,2012,SK Wyverns,28.7,3.97,71,59,0.546,3.82,4.02,133,0,10,40,1181.1,1114,528,502,90,457,814,70,5007,1.33,8.5,0.7,3.5,6.2,1.78,29.7,4.24,133,4996,4347,564,1120,197,15,108,523,445,864,0.258,0.333,0.384,0.717,1671,85,58,118,28
92,93,2012,Nexen Heroes,28.0,4.14,61,69,0.469,3.83,4.18,133,3,6,36,1187.1,1131,551,505,80,535,853,74,5116,1.403,8.6,0.6,4.1,6.5,1.59,27.5,4.13,133,5021,4338,549,1056,189,28,102,509,476,892,0.243,0.325,0.37,0.696,1607,79,72,92,43
93,94,2012,Kia Tigers,27.8,4.24,62,65,0.488,3.9,4.29,133,11,15,27,1183.2,1161,564,513,69,452,822,68,5101,1.363,8.8,0.5,3.4,6.3,1.82,27.2,4.16,133,5131,4348,553,1112,197,19,54,518,544,790,0.256,0.343,0.347,0.69,1509,100,60,132,47
94,95,2012,LG Twins,28.1,4.36,57,72,0.442,4.02,4.34,133,1,11,35,1202.0,1235,580,537,65,422,735,71,5188,1.379,9.2,0.5,3.2,5.5,1.74,29.4,4.09,133,5180,4539,544,1184,212,18,59,512,458,857,0.261,0.332,0.355,0.687,1609,107,53,80,50
95,96,2012,Hanwha Eagles,28.0,4.86,53,77,0.408,4.55,4.97,133,3,6,29,1172.1,1148,647,593,106,488,936,68,5092,1.396,8.8,0.8,3.7,7.2,1.92,29.1,3.83,133,5057,4331,509,1077,208,12,71,479,538,907,0.249,0.338,0.351,0.69,1522,102,61,100,27
96,97,2011,Samsung Lions,28.0,3.86,79,50,0.612,3.35,3.86,133,1,12,48,1196.1,1191,513,445,92,395,841,38,5077,1.326,9.0,0.7,3.0,6.3,2.13,28.0,4.7,133,5144,4437,625,1150,193,20,95,585,522,940,0.259,0.343,0.376,0.719,1668,97,69,73,43
97,98,2011,SK Wyverns,28.9,3.92,71,59,0.546,3.59,3.94,133,1,9,37,1192.1,1001,522,476,93,541,1006,65,5032,1.293,7.6,0.7,4.1,7.6,1.86,29.4,4.39,133,5124,4404,584,1157,204,18,100,561,470,891,0.263,0.34,0.385,0.726,1697,88,67,147,36
98,99,2011,Kia Tigers,27.5,4.36,70,63,0.526,4.1,4.49,133,7,10,29,1163.2,1117,580,530,87,457,920,76,4991,1.353,8.6,0.7,3.5,7.1,2.01,27.8,4.71,133,5129,4373,627,1177,204,15,106,597,554,782,0.269,0.357,0.395,0.752,1729,110,59,109,34
99,100,2011,Lotte Giants,28.0,4.65,72,56,0.563,4.2,4.69,133,3,6,27,1187.0,1256,619,554,113,430,787,58,5114,1.42,9.5,0.9,3.3,6.0,1.83,27.6,5.36,133,5234,4599,713,1324,226,30,111,666,466,836,0.288,0.358,0.423,0.781,1943,124,64,61,44
100,101,2011,Doosan Bears,27.9,4.65,61,70,0.466,4.26,4.69,133,4,7,34,1188.2,1231,619,563,96,476,855,75,5170,1.436,9.3,0.7,3.6,6.5,1.8,26.8,4.62,133,5204,4498,614,1221,196,27,92,578,513,799,0.272,0.354,0.388,0.742,1747,118,81,73,39
101,102,2011,LG Twins,26.4,4.66,59,72,0.45,4.15,4.67,133,2,11,30,1193.2,1173,620,550,80,512,827,71,5209,1.412,8.8,0.6,3.9,6.2,1.62,29.3,4.35,133,5157,4522,579,1203,192,15,94,539,463,858,0.266,0.338,0.378,0.716,1707,106,49,86,37
102,103,2011,Nexen Heroes,27.3,4.68,51,80,0.389,4.36,4.78,133,0,10,30,1171.1,1167,622,568,81,601,830,76,5195,1.509,9.0,0.6,4.6,6.4,1.38,28.9,3.85,133,4989,4343,512,1065,187,23,79,472,460,992,0.245,0.323,0.353,0.676,1535,94,51,103,32
103,104,2011,Hanwha Eagles,25.4,5.47,59,72,0.45,5.11,5.57,133,4,6,26,1175.0,1273,727,667,128,524,938,55,5280,1.529,9.8,1.0,4.0,7.2,1.79,29.9,4.27,133,5084,4367,568,1112,160,14,93,536,488,906,0.255,0.338,0.362,0.7,1579,93,74,130,25
104,105,2010,SK Wyverns,28.7,4.1,84,47,0.641,3.71,4.09,133,2,11,36,1198.1,1074,545,494,117,543,1091,47,5114,1.349,8.1,0.9,4.1,8.2,2.01,28.6,5.29,133,5213,4439,704,1217,222,16,120,648,485,813,0.274,0.355,0.413,0.768,1831,86,98,147,44
105,106,2010,Samsung Lions,27.2,4.32,79,52,0.603,3.94,4.34,133,2,7,33,1193.2,1168,575,523,103,453,951,54,5119,1.358,8.8,0.8,3.4,7.2,2.1,27.8,5.12,133,5287,4436,681,1207,212,14,118,630,621,916,0.272,0.368,0.406,0.774,1801,111,75,111,44
106,107,2010,Kia Tigers,27.6,4.82,59,74,0.444,4.39,4.87,133,4,7,25,1183.2,1227,641,577,93,468,885,81,5205,1.432,9.3,0.7,3.6,6.7,1.89,27.4,4.59,133,5166,4416,611,1148,190,17,106,574,523,865,0.26,0.347,0.383,0.73,1690,110,85,109,33
107,108,2010,Nexen Heroes,26.5,4.9,52,78,0.4,4.55,4.95,133,1,2,27,1185.2,1162,652,599,122,614,832,95,5231,1.498,8.8,0.9,4.7,6.3,1.36,29.7,4.29,133,5138,4452,570,1165,199,20,87,539,480,874,0.262,0.34,0.374,0.714,1665,119,68,95,43
108,109,2010,Doosan Bears,26.1,5.03,73,57,0.562,4.62,5.1,133,2,7,30,1179.2,1190,669,606,135,437,888,85,5131,1.379,9.1,1.0,3.3,6.8,2.03,26.4,5.5,133,5252,4538,731,1276,224,25,149,706,533,834,0.281,0.365,0.44,0.805,1997,97,89,54,38
109,110,2010,Lotte Giants,26.4,5.34,69,61,0.531,4.82,5.35,133,7,6,21,1194.0,1291,710,640,149,419,779,78,5204,1.432,9.7,1.1,3.2,5.9,1.86,27.9,5.81,133,5261,4673,773,1345,220,16,185,739,420,873,0.288,0.352,0.461,0.813,2152,105,67,60,41
110,111,2010,LG Twins,29.1,5.61,57,71,0.445,5.23,5.65,133,3,8,31,1188.0,1279,746,690,125,560,793,104,5326,1.548,9.7,0.9,4.2,6.0,1.42,28.5,5.17,133,5270,4604,688,1270,223,17,121,652,486,907,0.276,0.349,0.411,0.759,1890,97,54,82,44
111,112,2010,Hanwha Eagles,26.1,5.74,49,82,0.374,5.43,5.87,133,6,6,24,1169.1,1290,763,705,146,551,806,72,5267,1.574,9.9,1.1,4.2,6.2,1.46,28.1,4.08,133,5006,4321,543,1053,160,13,104,508,497,943,0.244,0.331,0.359,0.69,1551,106,80,75,33
112,113,2009,SK Wyverns,27.6,4.14,80,47,0.63,3.67,4.08,133,2,4,33,1213.0,1141,550,494,130,519,1032,54,5203,1.369,8.5,1.0,3.9,7.7,1.99,27.9,5.5,133,5378,4574,732,1303,235,17,166,693,552,892,0.285,0.369,0.453,0.822,2070,103,84,128,40
113,114,2009,Kia Tigers,27.0,4.37,81,48,0.628,3.92,4.36,133,4,10,38,1199.0,1178,581,522,108,441,893,83,5176,1.35,8.8,0.8,3.3,6.7,2.02,28.4,5.31,133,5215,4455,706,1191,197,24,156,671,579,890,0.267,0.357,0.427,0.785,1904,112,66,74,41
114,115,2009,Doosan Bears,24.8,4.98,71,60,0.542,4.6,5.02,133,1,6,32,1186.1,1221,662,607,120,515,862,75,5205,1.463,9.3,0.9,3.9,6.5,1.67,26.0,5.43,133,5265,4591,722,1286,215,33,120,669,522,849,0.28,0.362,0.42,0.781,1927,128,86,26,40
115,116,2009,Lotte Giants,27.6,5.03,66,67,0.496,4.75,5.18,133,6,13,40,1162.1,1290,669,613,139,487,722,67,5165,1.529,10.0,1.1,3.8,5.6,1.48,27.7,4.79,133,5053,4420,637,1223,252,15,121,597,456,816,0.277,0.35,0.423,0.773,1868,121,68,60,49
116,117,2009,Samsung Lions,25.9,5.26,64,69,0.481,4.98,5.41,133,3,2,32,1163.2,1226,700,644,141,609,905,56,5209,1.577,9.5,1.1,4.7,7.0,1.49,27.8,5.15,133,5220,4459,685,1224,233,15,146,650,584,789,0.275,0.364,0.432,0.796,1925,108,67,67,43
117,118,2009,Woori Heroes,26.3,5.73,60,72,0.455,5.4,5.84,133,0,5,29,1174.1,1231,762,705,176,565,840,61,5221,1.529,9.4,1.3,4.3,6.4,1.49,29.3,5.14,133,5208,4486,683,1219,228,20,153,650,547,905,0.272,0.356,0.434,0.789,1946,116,63,64,48
118,119,2009,LG Twins,27.6,5.74,54,75,0.419,5.42,5.84,133,0,3,25,1175.0,1316,763,707,165,585,777,91,5339,1.618,10.1,1.3,4.5,6.0,1.33,29.8,5.04,133,5248,4505,670,1251,182,21,129,627,552,781,0.278,0.36,0.413,0.773,1862,124,49,97,45
119,120,2009,Hanwha Eagles,26.7,6.05,46,84,0.354,5.7,6.17,133,4,2,16,1174.0,1335,805,743,176,569,908,77,5346,1.622,10.2,1.3,4.4,7.0,1.6,28.4,4.94,133,5273,4620,657,1241,211,13,164,629,498,1017,0.269,0.348,0.426,0.774,1970,126,81,43,31
120,121,2008,SK Wyverns,28.2,3.66,83,43,0.659,3.22,3.6,126,1,10,43,1151.0,1053,461,412,78,448,801,55,4855,1.304,8.2,0.6,3.5,6.3,1.79,27.1,5.02,126,5003,4332,632,1222,215,23,89,591,491,735,0.282,0.361,0.404,0.765,1750,99,62,80,38
121,122,2008,Lotte Giants,28.5,4.11,69,57,0.548,3.64,4.17,126,9,5,27,1119.0,1134,518,453,70,409,671,47,4769,1.379,9.1,0.6,3.3,5.4,1.64,27.7,4.95,126,4890,4256,624,1200,199,22,93,590,445,728,0.282,0.357,0.405,0.761,1722,97,76,62,51
122,123,2008,Doosan Bears,26.2,4.3,70,56,0.556,3.89,4.3,126,0,8,26,1134.2,1115,542,490,78,379,780,69,4857,1.317,8.8,0.6,3.0,6.2,2.06,26.6,5.13,126,4974,4344,647,1198,166,37,68,598,472,719,0.276,0.354,0.378,0.732,1642,115,78,36,44
123,124,2008,Kia Tigers,25.7,4.4,57,69,0.452,4.08,4.44,126,3,9,29,1124.0,1078,555,510,65,473,733,77,4850,1.38,8.6,0.5,3.8,5.9,1.55,27.9,3.99,126,4831,4210,503,1095,188,28,48,465,453,642,0.26,0.336,0.352,0.689,1483,97,48,85,35
124,125,2008,Hanwha Eagles,28.8,4.72,64,62,0.508,4.43,4.74,126,3,5,36,1129.2,1136,595,556,95,519,723,49,4911,1.465,9.1,0.8,4.1,5.8,1.39,28.4,4.7,126,4882,4275,592,1086,204,20,120,566,463,770,0.254,0.333,0.395,0.728,1690,100,57,52,35
125,126,2008,Samsung Lions,28.2,4.73,65,61,0.516,4.4,4.78,126,0,6,40,1123.1,1184,596,549,87,416,703,43,4867,1.424,9.5,0.7,3.3,5.6,1.69,29.0,4.42,126,4858,4180,557,1078,186,16,92,520,505,699,0.258,0.344,0.376,0.72,1572,115,65,70,38
126,127,2008,Woori Heroes,27.0,4.83,50,76,0.397,4.43,4.87,126,4,10,29,1125.1,1159,609,554,91,465,729,70,4933,1.443,9.3,0.7,3.7,5.8,1.57,29.3,3.96,126,4834,4317,499,1149,190,19,70,471,396,713,0.266,0.331,0.368,0.698,1587,114,37,51,33
127,128,2008,LG Twins,27.0,5.13,46,80,0.365,4.85,5.25,126,1,9,25,1108.1,1239,646,597,82,480,631,72,4976,1.551,10.1,0.7,3.9,5.1,1.31,29.3,3.71,126,4742,4184,468,1070,164,23,66,447,364,765,0.256,0.321,0.353,0.674,1478,90,59,85,50
128,129,2007,SK Wyverns,28.9,3.69,73,48,0.603,3.24,3.67,126,1,10,36,1139.1,1079,465,410,77,445,650,67,4852,1.338,8.5,0.6,3.5,5.1,1.46,27.5,4.79,126,4881,4236,603,1118,212,20,112,568,442,750,0.264,0.341,0.403,0.744,1706,86,76,87,40
129,130,2007,Doosan Bears,26.3,3.81,70,54,0.565,3.44,3.82,126,6,14,30,1131.1,1067,480,432,74,399,721,75,4814,1.296,8.5,0.6,3.2,5.7,1.81,27.0,4.59,126,4855,4199,578,1103,209,32,78,543,449,748,0.263,0.343,0.383,0.726,1610,102,88,68,51
130,131,2007,Hanwha Eagles,29.1,3.82,67,57,0.54,3.54,3.87,126,9,5,39,1119.0,1084,481,440,84,451,741,53,4781,1.372,8.7,0.7,3.6,6.0,1.64,29.7,4.24,126,4805,4128,534,1050,165,13,104,502,506,705,0.254,0.342,0.376,0.718,1553,128,56,87,28
131,132,2007,Samsung Lions,27.5,4.04,62,60,0.508,3.71,4.05,126,0,11,41,1131.2,1091,509,466,90,400,719,58,4824,1.318,8.7,0.7,3.2,5.7,1.8,30.6,3.94,126,4894,4186,497,1062,191,9,86,469,511,678,0.254,0.341,0.365,0.706,1529,93,63,95,39
132,133,2007,Lotte Giants,28.7,4.4,55,68,0.447,4.12,4.45,126,2,9,22,1120.2,1164,554,513,93,414,704,69,4871,1.408,9.3,0.7,3.3,5.7,1.7,26.8,4.23,126,4894,4273,533,1152,193,18,76,501,405,763,0.27,0.34,0.377,0.717,1609,87,73,104,39
133,134,2007,LG Twins,28.7,4.76,58,62,0.483,4.33,4.75,126,2,9,34,1135.2,1181,600,547,63,514,630,52,5014,1.493,9.4,0.5,4.1,5.0,1.23,28.5,4.22,126,4933,4322,532,1160,186,19,78,508,431,704,0.268,0.338,0.374,0.713,1618,107,48,89,43
134,135,2007,Kia Tigers,23.8,4.78,51,74,0.408,4.49,4.88,126,2,6,26,1109.2,1109,602,554,103,526,670,97,4933,1.473,9.0,0.8,4.3,5.4,1.27,28.1,3.96,126,4810,4204,499,1080,198,16,73,465,428,630,0.257,0.33,0.364,0.694,1529,117,55,78,45
135,136,2007,Hyundai Unicorns,26.8,4.88,56,69,0.448,4.41,4.91,126,1,2,27,1127.0,1104,615,552,119,466,796,48,4906,1.393,8.8,1.0,3.7,6.4,1.71,29.6,4.21,126,4920,4260,530,1154,178,7,96,507,443,653,0.271,0.346,0.384,0.729,1634,111,60,125,32
136,137,2006,Kia Tigers,24.0,3.58,64,59,0.52,3.33,3.63,126,2,9,35,1118.1,998,451,414,73,442,735,78,4725,1.288,8.0,0.6,3.6,5.9,1.66,27.6,3.78,126,4754,4181,476,1067,191,22,62,431,390,650,0.255,0.325,0.356,0.681,1488,90,55,102,26
137,138,2006,Hyundai Unicorns,27.1,3.71,70,55,0.56,3.41,3.77,126,2,15,41,1114.2,1053,467,422,69,394,816,71,4771,1.298,8.5,0.6,3.2,6.6,2.07,30.1,4.34,126,4798,4092,547,1104,172,9,92,518,444,628,0.27,0.35,0.384,0.734,1570,108,77,153,32
138,139,2006,Doosan Bears,26.4,3.71,63,60,0.512,3.36,3.77,126,7,10,39,1115.2,968,467,416,69,424,834,69,4690,1.248,7.8,0.6,3.4,6.7,1.97,28.3,3.61,126,4706,4147,455,1068,152,28,55,425,368,635,0.258,0.328,0.348,0.676,1441,102,83,81,27
139,140,2006,Samsung Lions,27.4,3.74,73,50,0.593,3.33,3.79,126,1,15,49,1118.0,1030,471,414,100,365,781,63,4699,1.248,8.3,0.8,2.9,6.3,2.14,29.8,4.27,126,4779,4091,538,1043,192,9,73,505,477,689,0.255,0.341,0.36,0.701,1472,107,79,90,42
140,141,2006,Hanwha Eagles,30.2,3.77,67,57,0.54,3.35,3.81,126,11,14,41,1121.1,1077,475,418,94,373,760,49,4731,1.293,8.6,0.8,3.0,6.1,2.04,29.2,4.06,126,4769,4170,511,1057,191,3,110,481,442,800,0.254,0.331,0.38,0.711,1584,120,59,68,30
141,142,2006,SK Wyverns,26.2,4.25,60,65,0.48,3.8,4.28,126,0,6,33,1124.0,1071,535,475,85,446,701,83,4819,1.35,8.6,0.7,3.6,5.6,1.57,27.0,4.04,126,4793,4177,509,1059,171,19,99,488,424,859,0.254,0.329,0.375,0.704,1565,84,63,96,33
142,143,2006,Lotte Giants,27.7,4.29,50,73,0.407,3.86,4.35,126,5,9,28,1118.2,1128,541,480,83,410,637,60,4822,1.375,9.1,0.7,3.3,5.1,1.55,26.9,3.87,126,4765,4137,488,1034,173,3,88,463,418,815,0.25,0.327,0.357,0.684,1477,84,65,124,21
143,144,2006,LG Twins,26.9,4.56,47,75,0.385,4.22,4.65,126,3,10,29,1110.0,1144,574,521,87,439,625,60,4834,1.426,9.3,0.7,3.6,5.1,1.42,27.7,3.63,126,4723,4217,457,1037,181,16,81,430,330,813,0.246,0.306,0.354,0.66,1493,86,52,92,32
