,id,year,team,average_age,avg_runs_allowed,wins,losses,win_loss_percentage,ERA,run_average_9,games_x,complete_game,shutouts,saves,innings_pitched,hits_x,runs_x,earned_runs,home_runs,walks,strikeouts_x,hit_batter,batters_faced,WHIP,hits_9,homeruns_9,walks_9,strikeouts_9,strikeout_walk,average_batter_age,avg_runs_scored,games_y,plate_appearances,at_bats,runs_y,hits_y,doubles,triples,homeruns,RBI,bases_on_balls,strikeouts_y,batting_average,OBP,SLG,OPS,total_bases,GDP,HBP,sacrifice_hits,sacrifice_flies
232,233,1994,LG Twins,27.4,3.59,81,45,0.643,3.14,3.63,126,24,9,46,1120.1,1007,452,391,68,332,581,60,4605,1.196,8.1,0.5,2.7,4.7,1.75,24.8,5.2,126,4885,4265,655,1204,205,36,88,612,455,573,0.282,0.358,0.409,0.767,1745,83,70,54,41
233,234,1994,Pacific Dolphins,24.4,3.74,68,55,0.553,3.5,3.78,126,17,3,47,1121.1,1110,471,436,59,359,645,44,4746,1.31,8.9,0.5,2.9,5.2,1.8,27.0,3.85,126,4637,4048,485,988,179,18,91,453,385,751,0.244,0.316,0.365,0.681,1476,86,53,126,25
234,235,1994,Samsung Lions,23.4,3.81,58,59,0.496,3.45,4.0,126,26,6,20,1079.0,979,480,414,81,401,638,52,4540,1.279,8.2,0.7,3.3,5.3,1.59,27.0,4.29,126,4801,4161,541,1081,165,22,106,510,458,650,0.26,0.34,0.386,0.726,1608,96,64,79,39
235,236,1994,OB Bears,25.2,4.02,53,72,0.424,3.46,4.12,126,28,9,18,1107.2,1042,507,426,56,404,670,58,4676,1.305,8.5,0.5,3.3,5.4,1.66,25.0,3.79,126,4656,4113,477,1013,159,18,75,459,364,712,0.246,0.313,0.348,0.662,1433,76,53,93,33
236,237,1994,Haitai Tigers,26.3,4.04,65,59,0.524,3.6,4.09,126,28,6,24,1119.2,999,509,448,92,406,737,73,4702,1.255,8.0,0.7,3.3,5.9,1.82,26.3,4.44,126,4706,4207,560,1144,183,17,92,527,331,573,0.272,0.329,0.389,0.718,1637,75,44,87,37
237,238,1994,Hanwha Eagles,25.7,4.05,65,59,0.524,3.52,4.08,126,22,5,29,1123.2,1036,510,440,95,361,745,40,4716,1.243,8.3,0.8,2.9,6.0,2.06,26.8,3.83,126,4691,4063,482,1002,166,15,68,444,416,696,0.247,0.324,0.345,0.669,1402,97,63,113,36
238,239,1994,Lotte Giants,24.0,4.79,56,67,0.455,4.44,4.89,126,14,3,35,1112.1,1156,604,549,101,419,590,44,4791,1.416,9.4,0.8,3.4,4.8,1.41,26.6,3.88,126,4710,4175,489,1072,180,33,58,457,378,672,0.257,0.323,0.357,0.68,1492,81,52,57,48
239,240,1994,Ssangbangwool Raiders,24.3,5.03,47,74,0.388,4.74,5.11,126,13,3,30,1115.8,1169,634,587,110,473,634,74,4890,1.472,9.4,0.9,3.8,5.1,1.34,26.7,3.92,126,4664,4119,494,1025,160,20,87,455,377,617,0.249,0.317,0.361,0.678,1486,85,45,100,23
240,241,1993,OB Bears,25.2,3.21,66,55,0.545,2.89,3.23,126,27,9,27,1128.2,949,405,362,39,386,684,49,4618,1.183,7.6,0.3,3.1,5.5,1.77,26.3,3.75,126,4739,4131,473,1066,176,34,59,441,403,611,0.258,0.328,0.36,0.688,1487,104,48,118,39
241,242,1993,Haitai Tigers,25.8,3.33,81,42,0.659,2.92,3.35,126,16,6,43,1129.2,935,420,367,76,372,802,75,4630,1.157,7.5,0.6,3.0,6.4,2.16,26.7,4.07,126,4704,4102,513,1030,169,12,95,465,452,606,0.251,0.33,0.368,0.698,1508,107,48,71,31
242,243,1993,Samsung Lions,24.1,3.37,73,47,0.608,2.91,3.39,126,28,11,30,1129.1,979,425,365,70,456,677,49,4691,1.271,7.8,0.6,3.6,5.4,1.48,27.1,4.81,126,4772,4162,606,1130,163,21,133,575,455,609,0.272,0.35,0.417,0.766,1734,106,65,53,37
243,244,1993,LG Twins,27.0,3.49,66,57,0.537,3.07,3.51,126,19,6,36,1126.2,1020,440,384,71,385,655,64,4696,1.247,8.1,0.6,3.1,5.2,1.7,25.9,3.94,126,4730,4182,496,1069,176,32,74,463,376,594,0.256,0.323,0.366,0.689,1531,95,55,91,26
244,245,1993,Lotte Giants,24.3,3.67,62,63,0.496,3.33,3.71,126,44,14,17,1120.5,1088,462,415,57,348,512,30,4669,1.281,8.7,0.5,2.8,4.1,1.47,25.6,3.59,126,4674,4077,452,1013,160,38,29,422,389,563,0.249,0.319,0.328,0.647,1336,75,53,114,41
245,246,1993,Binggre Eagles,25.5,3.96,61,62,0.496,3.5,3.96,126,33,5,26,1135.1,1047,499,441,86,371,675,50,4757,1.249,8.3,0.7,2.9,5.4,1.82,26.0,3.6,126,4707,4112,454,979,179,13,81,426,433,743,0.238,0.316,0.347,0.663,1427,94,54,73,35
246,247,1993,Pacific Dolphins,24.2,4.1,34,82,0.293,3.58,4.09,126,36,2,15,1134.2,1095,516,451,65,412,635,39,4801,1.328,8.7,0.5,3.3,5.0,1.54,25.4,2.71,126,4532,4025,342,913,169,15,35,314,343,776,0.227,0.293,0.302,0.595,1217,100,39,104,21
247,248,1993,Ssangbangwool Raiders,25.3,4.37,43,78,0.355,4.0,4.48,126,24,4,30,1106.0,1032,551,491,88,528,654,62,4787,1.41,8.4,0.7,4.3,5.3,1.24,26.6,2.9,126,4545,4005,366,903,138,14,46,342,392,733,0.226,0.302,0.301,0.603,1207,88,53,74,21
248,249,1992,Binggre Eagles,25.8,4.13,81,43,0.653,3.68,4.18,126,27,7,35,1120.0,1024,520,458,108,415,653,52,4747,1.285,8.2,0.9,3.3,5.2,1.57,26.4,5.22,126,4866,4198,658,1120,192,29,146,620,511,660,0.267,0.351,0.431,0.782,1808,97,58,54,45
249,250,1992,Haitai Tigers,25.2,4.53,71,54,0.568,4.21,4.65,126,25,7,28,1105.1,1101,571,517,118,405,679,69,4767,1.362,9.0,1.0,3.3,5.5,1.68,26.8,5.56,126,4903,4183,701,1139,191,16,138,659,559,656,0.272,0.365,0.425,0.789,1776,114,70,54,37
250,251,1992,Lotte Giants,23.9,4.61,71,55,0.563,4.28,4.7,126,39,6,17,1113.2,1152,581,529,99,410,581,37,4778,1.403,9.3,0.8,3.3,4.7,1.42,26.0,5.26,126,4903,4205,663,1213,211,62,68,619,483,542,0.289,0.366,0.417,0.782,1752,88,59,103,53
251,252,1992,OB Bears,26.7,4.62,56,66,0.459,4.21,4.65,126,30,4,21,1127.2,1105,582,527,96,493,595,61,4878,1.418,8.8,0.8,3.9,4.8,1.21,26.4,4.34,126,4830,4225,547,1096,173,31,110,512,439,607,0.259,0.332,0.393,0.725,1661,92,38,96,32
252,253,1992,Pacific Dolphins,24.2,4.83,56,67,0.455,4.48,4.93,126,26,2,25,1111.1,1128,609,553,125,509,653,45,4848,1.473,9.1,1.0,4.1,5.3,1.28,27.1,3.72,126,4306,3743,469,950,178,20,75,405,391,575,0.254,0.33,0.372,0.702,1393,88,43,111,18
253,254,1992,LG Twins,25.7,4.89,53,70,0.431,4.29,4.9,126,22,5,20,1130.2,1171,616,539,83,487,648,65,4967,1.466,9.3,0.7,3.9,5.2,1.33,26.4,4.11,126,4435,3923,518,1008,156,24,105,508,385,512,0.257,0.328,0.389,0.717,1527,104,43,57,27
254,255,1992,Samsung Lions,23.7,5.05,67,57,0.54,4.55,5.08,126,23,6,25,1125.2,1085,636,569,102,636,640,52,4984,1.529,8.7,0.8,5.1,5.1,1.01,28.4,4.94,126,4841,4184,623,1110,165,23,123,578,489,607,0.265,0.348,0.404,0.752,1690,90,66,58,44
255,256,1992,Ssangbangwool Raiders,24.3,5.44,41,84,0.328,4.85,5.66,126,14,4,17,1091.1,1106,686,588,140,516,600,65,4828,1.486,9.1,1.2,4.3,4.9,1.16,26.2,3.93,126,4578,3928,495,981,159,28,90,447,503,727,0.25,0.341,0.373,0.714,1466,127,52,75,20
256,257,1991,Haitai Tigers,25.0,3.25,79,42,0.653,2.89,3.26,126,34,10,28,1130.2,925,409,363,73,325,777,53,4546,1.106,7.4,0.6,2.6,6.2,2.39,26.5,4.9,126,4843,4135,618,1069,171,29,144,594,516,589,0.259,0.35,0.418,0.768,1730,102,83,74,35
257,258,1991,Binggre Eagles,25.8,3.91,72,49,0.595,3.28,3.93,126,30,5,28,1128.0,1014,493,411,75,420,602,73,4754,1.271,8.1,0.6,3.4,4.8,1.43,25.9,5.11,126,4870,4222,644,1155,181,43,136,608,484,705,0.274,0.353,0.433,0.787,1830,92,51,84,29
258,259,1991,Lotte Giants,25.2,4.18,61,59,0.508,3.91,4.37,126,37,5,13,1085.1,1019,527,472,67,431,612,51,4589,1.336,8.4,0.6,3.6,5.1,1.42,26.7,4.63,126,4812,4125,583,1072,177,47,73,533,457,515,0.26,0.339,0.379,0.718,1562,78,61,122,47
259,260,1991,Samsung Lions,26.3,4.6,70,55,0.56,4.23,4.62,126,14,4,38,1128.2,1131,579,531,108,484,527,40,4860,1.431,9.0,0.9,3.9,4.2,1.09,28.8,5.07,126,4873,4182,639,1138,180,25,108,592,510,546,0.272,0.357,0.405,0.761,1692,106,59,85,37
260,261,1991,Pacific Dolphins,24.7,4.62,55,72,0.433,4.09,4.53,126,33,6,20,1156.2,1099,582,525,100,516,627,43,4955,1.396,8.6,0.8,4.0,4.9,1.22,25.9,3.38,126,4672,4096,426,974,208,24,51,395,423,600,0.238,0.314,0.338,0.651,1383,80,41,85,27
261,262,1991,OB Bears,25.4,4.71,51,73,0.411,4.21,4.75,126,28,6,11,1123.8,1093,593,526,82,506,479,55,4850,1.423,8.8,0.7,4.1,3.8,0.95,26.3,3.98,126,4787,4220,501,1054,169,39,59,460,419,639,0.25,0.321,0.35,0.671,1478,71,35,91,22
262,263,1991,LG Twins,25.8,4.83,53,72,0.424,4.35,4.86,126,27,3,24,1124.9,1125,608,544,90,446,622,70,4889,1.396,9.0,0.7,3.6,5.0,1.39,27.3,3.75,126,4680,4131,472,1009,158,41,53,430,400,476,0.244,0.317,0.341,0.658,1408,99,53,67,29
263,264,1991,Ssangbangwool Raiders,23.3,5.06,52,71,0.423,4.69,5.22,126,13,3,31,1099.2,1101,638,573,116,555,551,64,4838,1.506,9.0,0.9,4.5,4.5,0.99,25.9,4.19,126,4469,3867,528,978,191,25,85,487,464,685,0.253,0.34,0.381,0.722,1474,90,64,43,31
264,265,1990,LG Twins,26.9,3.81,71,49,0.592,3.38,3.8,120,19,5,33,1083.0,981,457,407,49,410,549,61,4550,1.284,8.2,0.4,3.4,4.6,1.34,27.9,4.82,120,4660,4024,578,1089,156,40,61,528,465,450,0.271,0.352,0.375,0.727,1508,82,65,56,50
265,266,1990,Haitai Tigers,24.1,3.82,68,49,0.581,3.36,3.86,120,34,14,14,1067.2,903,458,399,75,412,701,50,4435,1.232,7.6,0.6,3.5,5.9,1.7,26.3,4.48,120,4595,3952,538,1066,177,23,87,500,466,544,0.27,0.352,0.392,0.744,1550,100,53,95,29
266,267,1990,Binggre Eagles,25.4,4.01,68,50,0.576,3.4,4.07,120,6,1,40,1063.1,971,481,402,96,419,557,37,4476,1.307,8.2,0.8,3.5,4.7,1.33,26.5,5.08,120,4627,3973,610,1074,175,24,112,560,495,619,0.27,0.355,0.411,0.766,1633,83,47,70,42
267,268,1990,Pacific Dolphins,25.4,4.37,58,60,0.492,3.71,4.29,120,25,7,27,1100.2,1066,524,453,59,473,533,32,4714,1.399,8.7,0.5,3.9,4.4,1.13,28.0,4.05,120,4535,3937,486,968,177,25,47,447,447,551,0.246,0.328,0.339,0.667,1336,93,43,84,24
268,269,1990,Samsung Lions,25.2,4.65,66,52,0.559,4.13,4.7,120,21,3,36,1069.1,1053,558,491,102,512,475,53,4630,1.464,8.9,0.9,4.3,4.0,0.93,28.2,4.98,120,4546,3961,597,1040,169,14,131,555,434,534,0.263,0.341,0.412,0.752,1630,91,52,68,31
269,270,1990,Lotte Giants,25.4,4.77,44,70,0.386,4.42,4.93,120,19,6,20,1045.1,1035,572,513,82,435,481,54,4505,1.407,8.9,0.7,3.7,4.1,1.11,27.5,3.78,120,4520,3858,453,946,163,30,41,417,464,503,0.245,0.331,0.335,0.666,1292,91,48,119,31
270,271,1990,OB Bears,25.6,5.13,35,80,0.304,4.72,5.25,120,20,6,10,1055.5,1075,616,554,78,535,467,58,4651,1.525,9.2,0.7,4.6,4.0,0.87,26.1,3.37,120,4470,3902,404,901,153,22,62,380,425,562,0.231,0.31,0.329,0.639,1284,79,37,66,40
271,272,1989,Pacific Dolphins,24.7,3.67,62,54,0.534,3.03,3.63,120,35,6,19,1091.2,952,440,368,49,440,589,40,4511,1.275,7.8,0.4,3.6,4.9,1.34,28.4,4.16,120,4621,3943,499,981,187,25,55,453,504,554,0.249,0.337,0.351,0.688,1383,81,40,99,35
272,273,1989,Haitai Tigers,24.3,3.68,65,51,0.56,3.34,3.69,120,30,12,20,1078.2,928,442,400,63,400,695,37,4479,1.231,7.7,0.5,3.3,5.8,1.74,27.3,4.17,120,4564,3963,500,1011,142,10,90,472,470,508,0.255,0.339,0.364,0.703,1443,112,48,57,26
273,274,1989,Binggre Eagles,24.5,3.97,71,46,0.607,3.47,3.98,120,26,6,26,1076.2,982,476,415,75,433,537,43,4539,1.314,8.2,0.6,3.6,4.5,1.24,26.0,4.96,120,4633,4064,595,1121,208,26,97,549,412,544,0.276,0.346,0.411,0.757,1672,75,48,64,45
274,275,1989,OB Bears,25.8,4.01,54,63,0.462,3.69,4.04,120,17,7,20,1072.1,969,481,440,60,527,543,32,4551,1.395,8.1,0.5,4.4,4.6,1.03,27.2,3.73,120,4480,3935,447,970,165,28,42,416,389,560,0.247,0.319,0.335,0.653,1317,65,42,82,32
275,276,1989,Lotte Giants,24.6,4.35,48,67,0.417,3.91,4.37,120,37,5,11,1076.1,1072,522,467,68,390,508,50,4569,1.359,9.0,0.6,3.3,4.2,1.3,28.0,3.49,120,4612,3940,419,974,155,23,38,382,519,520,0.247,0.337,0.327,0.664,1289,89,29,97,27
276,277,1989,MBC Blue Dragons,26.2,4.84,49,67,0.422,4.28,4.89,120,8,0,30,1069.8,1139,581,509,61,455,451,46,4693,1.49,9.6,0.5,3.8,3.8,0.99,27.8,4.08,120,4549,3912,490,985,139,36,42,458,470,490,0.252,0.335,0.338,0.673,1322,90,40,85,42
277,278,1989,Samsung Lions,27.6,4.9,57,58,0.496,4.42,4.96,120,26,6,27,1067.2,1094,588,524,84,516,470,44,4688,1.508,9.2,0.7,4.3,4.0,0.91,27.2,4.83,120,4569,4024,580,1094,173,20,96,540,397,617,0.272,0.34,0.396,0.737,1595,78,45,56,47
278,279,1988,Haitai Tigers,25.2,3.37,68,38,0.642,2.86,3.38,108,26,7,23,968.2,849,364,308,58,297,501,37,3981,1.183,7.9,0.5,2.8,4.7,1.69,27.9,4.66,108,4057,3560,503,1009,134,14,112,466,343,374,0.283,0.351,0.423,0.774,1507,95,44,77,33
279,280,1988,Binggre Eagles,26.0,4.08,62,45,0.579,3.73,4.1,108,27,8,28,969.1,1015,441,402,72,298,394,39,4091,1.355,9.4,0.7,2.8,3.7,1.32,25.9,4.57,108,3964,3504,494,939,176,20,71,451,316,448,0.268,0.333,0.39,0.724,1368,76,43,69,32
280,281,1988,Lotte Giants,26.7,4.1,57,49,0.538,3.59,4.13,108,30,7,18,966.1,961,443,385,55,329,476,31,4086,1.335,9.0,0.5,3.1,4.4,1.45,28.7,4.46,108,4093,3578,482,967,142,18,68,446,347,333,0.27,0.339,0.377,0.716,1349,81,40,104,24
281,282,1988,OB Bears,28.3,4.14,54,52,0.509,3.73,4.15,108,17,5,19,969.1,933,447,402,69,381,388,35,4105,1.356,8.7,0.6,3.5,3.6,1.02,28.2,3.87,108,4042,3584,418,923,145,25,44,387,321,375,0.258,0.321,0.349,0.67,1250,91,28,78,31
282,283,1988,MBC Blue Dragons,26.2,4.55,40,64,0.385,3.96,4.6,108,36,4,14,961.1,1038,491,423,69,373,347,46,4188,1.468,9.7,0.6,3.5,3.2,0.93,28.4,3.78,108,4100,3652,408,951,132,27,42,373,321,384,0.26,0.324,0.346,0.67,1263,72,34,70,23
283,284,1988,Samsung Lions,27.6,4.56,56,50,0.528,4.18,4.58,108,22,9,21,967.0,953,492,449,80,403,341,40,4151,1.402,8.9,0.7,3.8,3.2,0.85,27.6,4.78,108,4192,3692,516,1028,150,20,85,486,381,493,0.278,0.351,0.399,0.75,1473,74,42,53,24
284,285,1988,Pacific Dolphins,25.4,5.04,34,73,0.318,4.61,5.18,108,20,3,11,945.0,1020,544,484,79,305,387,38,4053,1.402,9.7,0.8,2.9,3.7,1.27,27.7,3.56,108,3947,3472,384,910,162,23,58,365,330,396,0.262,0.329,0.372,0.701,1292,84,26,95,24
285,286,1987,Haitai Tigers,23.9,3.71,55,48,0.534,3.15,3.68,108,26,8,14,982.0,864,401,344,52,372,494,32,4050,1.259,7.9,0.5,3.4,4.5,1.33,28.1,3.64,108,4082,3609,393,910,151,12,71,368,335,379,0.252,0.321,0.36,0.681,1298,96,44,68,26
286,287,1987,Lotte Giants,27.0,3.74,54,49,0.524,3.36,3.73,108,51,12,9,975.2,971,404,364,40,331,504,34,4097,1.334,9.0,0.4,3.1,4.6,1.52,28.2,4.0,108,4155,3625,432,970,161,27,40,400,390,330,0.268,0.343,0.36,0.703,1305,103,34,86,20
287,288,1987,OB Bears,28.2,3.75,55,52,0.514,3.26,3.79,108,38,8,21,960.2,906,405,348,38,407,383,32,4064,1.367,8.5,0.4,3.8,3.6,0.94,27.9,3.84,108,4009,3548,415,927,123,34,30,391,342,369,0.261,0.328,0.341,0.669,1208,88,24,70,25
288,289,1987,MBC Blue Dragons,26.8,3.77,50,51,0.495,3.36,3.77,108,20,4,26,971.5,966,407,363,48,335,372,50,4118,1.339,8.9,0.4,3.1,3.4,1.11,28.7,3.59,108,4018,3566,388,919,117,38,36,359,296,354,0.258,0.32,0.342,0.662,1220,80,43,85,28
289,290,1987,Samsung Lions,27.7,3.95,64,44,0.593,3.58,4.01,108,26,8,30,959.1,926,427,381,62,416,360,45,4078,1.399,8.7,0.6,3.9,3.4,0.87,27.2,5.4,108,4217,3731,583,1120,165,29,105,548,380,448,0.3,0.368,0.444,0.812,1658,88,40,26,40
290,291,1987,Binggre Eagles,26.3,4.2,47,57,0.452,3.78,4.28,108,51,6,7,955.1,970,454,401,75,281,364,37,4020,1.309,9.1,0.7,2.6,3.4,1.3,25.0,3.8,108,4054,3547,410,972,145,22,48,370,326,423,0.274,0.342,0.368,0.71,1305,84,54,104,23
291,292,1987,Chungbo Pintos,26.6,4.85,41,65,0.387,4.36,4.93,108,42,5,9,956.1,1063,524,463,69,327,328,36,4140,1.454,10.0,0.6,3.1,3.1,1.0,28.8,3.71,108,4025,3499,401,848,151,14,54,372,400,502,0.242,0.323,0.34,0.663,1189,79,27,82,17
292,293,1986,OB Bears,27.0,3.16,56,48,0.538,2.61,3.15,108,30,12,19,975.2,820,341,283,43,390,394,29,4003,1.24,7.6,0.4,3.6,3.6,1.01,27.2,3.42,108,4039,3531,369,880,113,32,38,350,336,395,0.249,0.319,0.332,0.651,1171,70,39,104,29
293,294,1986,Lotte Giants,27.3,3.33,50,52,0.49,2.74,3.29,108,33,6,11,983.2,896,360,299,48,325,520,49,4097,1.241,8.2,0.4,3.0,4.8,1.6,27.1,3.45,108,4088,3603,373,894,140,28,37,332,342,357,0.248,0.316,0.333,0.649,1201,82,24,100,19
294,295,1986,MBC Blue Dragons,25.9,3.34,59,41,0.59,2.78,3.3,108,11,3,30,984.5,880,361,304,45,341,415,32,4038,1.24,8.0,0.4,3.1,3.8,1.22,27.7,4.02,108,4138,3644,434,964,152,29,37,398,315,429,0.265,0.33,0.353,0.682,1285,63,55,89,35
295,296,1986,Samsung Lions,28.2,3.42,70,37,0.654,2.95,3.44,108,34,7,33,966.2,848,369,317,62,385,388,29,4012,1.276,7.9,0.6,3.6,3.6,1.01,27.4,4.4,108,4118,3617,475,997,177,22,74,442,354,465,0.276,0.345,0.398,0.744,1440,74,48,68,31
296,297,1986,Haitai Tigers,24.2,3.44,67,37,0.644,2.86,3.41,108,28,11,23,982.8,857,372,312,41,334,533,34,4058,1.212,7.8,0.4,3.1,4.9,1.6,28.0,4.39,108,4041,3582,474,929,136,18,99,443,321,406,0.259,0.325,0.39,0.715,1398,82,39,76,23
297,298,1986,Binggre Eagles,26.3,4.32,31,76,0.29,3.65,4.4,108,42,8,3,955.9,932,467,388,90,284,407,47,3993,1.272,8.8,0.8,2.7,3.8,1.43,26.2,3.08,108,4004,3453,333,815,121,23,46,313,420,494,0.236,0.323,0.324,0.647,1120,81,30,84,17
298,299,1986,Chungbo Pintos,26.7,4.69,32,74,0.302,3.99,4.73,108,24,6,10,962.2,1001,506,427,68,356,408,57,4163,1.41,9.4,0.6,3.3,3.8,1.15,27.9,2.94,108,3926,3449,318,755,138,10,66,292,327,519,0.219,0.293,0.322,0.615,1111,85,42,86,22
299,300,1985,Samsung Lions,29.3,3.45,77,32,0.706,2.97,3.41,110,27,5,41,1001.5,871,379,331,62,368,496,34,4121,1.237,7.8,0.6,3.3,4.5,1.35,27.4,5.02,110,4241,3644,552,1005,181,22,97,514,402,456,0.276,0.354,0.417,0.771,1521,73,60,92,43
300,301,1985,MBC Blue Dragons,26.3,3.71,44,65,0.404,3.24,3.74,110,28,4,13,981.9,902,408,354,63,385,353,44,4124,1.311,8.3,0.6,3.5,3.2,0.92,27.7,3.14,110,4072,3624,345,892,127,19,37,317,324,452,0.246,0.313,0.322,0.635,1168,65,39,56,29
301,302,1985,OB Bears,26.7,3.78,51,57,0.472,3.14,3.77,110,25,3,13,993.0,882,416,346,64,386,433,40,4112,1.277,8.0,0.6,3.5,3.9,1.12,26.8,4.3,110,4189,3667,473,954,147,27,67,432,354,442,0.26,0.331,0.37,0.701,1356,55,50,87,31
302,303,1985,Lotte Giants,27.1,3.82,59,51,0.536,3.05,3.81,110,32,11,15,992.1,936,420,336,60,324,513,44,4131,1.27,8.5,0.5,2.9,4.7,1.58,26.3,3.87,110,4137,3598,426,920,168,19,77,399,352,446,0.256,0.327,0.377,0.704,1357,79,47,106,34
303,304,1985,Haitai Tigers,24.4,4.23,57,52,0.523,3.64,4.23,110,11,2,20,988.8,979,465,400,83,296,450,51,4146,1.29,8.9,0.8,2.7,4.1,1.52,27.7,4.39,110,4183,3710,483,1009,161,13,99,437,348,386,0.272,0.337,0.402,0.74,1493,85,33,60,32
304,305,1985,Chungbo Pintos,28.7,5.52,39,70,0.358,4.88,5.58,110,38,3,15,978.1,1130,607,530,118,399,394,60,4359,1.563,10.4,1.1,3.7,3.6,0.99,28.3,3.78,110,4163,3648,416,920,159,9,73,376,378,457,0.252,0.328,0.361,0.689,1316,96,44,71,22
305,306,1984,OB Bears,24.7,2.98,58,41,0.586,2.54,3.03,100,13,2,31,885.1,720,298,250,51,331,445,44,3601,1.187,7.3,0.5,3.4,4.5,1.34,26.4,3.82,100,3659,3181,382,816,133,18,53,362,339,367,0.257,0.333,0.36,0.693,1144,66,43,62,34
306,307,1984,MBC Blue Dragons,26.0,3.74,51,48,0.515,3.19,3.75,100,39,6,10,897.1,876,374,318,59,275,356,43,3741,1.283,8.8,0.6,2.8,3.6,1.29,28.2,3.75,100,3753,3317,375,840,128,35,47,341,314,446,0.253,0.322,0.355,0.678,1179,62,40,47,35
307,308,1984,Samsung Lions,28.3,3.79,55,45,0.55,3.35,3.85,100,30,6,13,886.2,806,379,330,48,380,476,44,3740,1.338,8.2,0.5,3.9,4.8,1.25,26.6,4.35,100,3754,3298,435,889,148,18,78,413,313,422,0.27,0.343,0.396,0.739,1307,62,63,62,18
308,309,1984,Lotte Giants,26.1,3.9,50,48,0.51,3.31,3.99,100,26,1,11,880.2,865,390,324,75,300,454,40,3723,1.323,8.8,0.8,3.1,4.6,1.51,25.9,4.05,100,3723,3265,405,840,139,20,71,374,326,446,0.257,0.331,0.377,0.708,1232,63,48,56,28
309,310,1984,Haitai Tigers,25.2,3.98,43,54,0.443,3.17,4.0,100,26,6,12,896.1,833,398,316,67,279,459,40,3749,1.241,8.4,0.7,2.8,4.6,1.65,27.4,3.69,100,3727,3321,369,822,143,10,76,343,313,496,0.248,0.317,0.365,0.682,1213,87,33,39,21
310,311,1984,Sammi Superstars,27.2,4.61,38,59,0.392,4.05,4.61,100,24,2,18,899.1,895,461,405,83,372,461,50,3845,1.409,9.0,0.8,3.7,4.6,1.24,28.1,3.32,100,3689,3249,332,777,133,13,58,298,323,463,0.239,0.313,0.342,0.655,1110,73,33,73,11
311,312,1983,MBC Blue Dragons,26.1,3.35,55,43,0.561,2.72,3.32,100,31,6,17,908.2,787,335,275,45,298,367,44,3725,1.194,7.8,0.4,3.0,3.6,1.23,27.9,3.98,100,3607,3177,398,821,143,21,45,366,274,358,0.258,0.326,0.359,0.685,1141,51,57,68,31
312,313,1983,Sammi Superstars,28.6,3.72,52,47,0.525,3.05,3.68,100,56,7,8,909.0,848,372,308,66,263,392,36,3713,1.222,8.4,0.7,2.6,3.9,1.49,26.3,3.45,100,3737,3317,345,814,113,14,62,315,282,405,0.245,0.312,0.344,0.656,1141,76,47,73,18
313,314,1983,Haitai Tigers,25.3,3.9,55,44,0.556,3.16,3.97,100,27,10,14,883.5,803,390,310,56,286,456,45,3707,1.232,8.2,0.6,2.9,4.6,1.59,26.3,4.2,100,3668,3276,420,880,130,15,78,387,292,372,0.269,0.334,0.389,0.723,1274,75,40,36,24
314,315,1983,Samsung Lions,26.1,4.18,46,50,0.479,3.42,4.18,100,34,7,12,899.2,833,418,342,65,335,399,58,3785,1.299,8.3,0.7,3.4,4.0,1.19,26.0,4.48,100,3845,3383,448,889,143,14,90,421,314,427,0.263,0.333,0.393,0.726,1330,62,55,66,27
315,316,1983,OB Bears,26.9,4.32,44,55,0.444,3.54,4.36,100,27,8,18,892.2,897,432,351,81,315,329,62,3789,1.358,9.0,0.8,3.2,3.3,1.04,25.5,4.18,100,3766,3330,418,863,141,26,50,378,279,352,0.259,0.324,0.362,0.686,1206,63,50,84,23
316,317,1983,Lotte Giants,26.4,4.64,43,56,0.434,3.79,4.65,100,29,4,7,897.8,935,464,378,90,260,415,47,3827,1.331,9.4,0.9,2.6,4.2,1.6,26.0,3.61,100,3615,3192,361,789,127,18,77,335,304,411,0.247,0.318,0.371,0.689,1183,68,40,55,24
317,318,1982,Samsung Lions,27.2,3.21,53,26,0.671,2.7,3.28,80,23,8,17,704.1,618,257,211,57,187,305,30,2830,1.143,7.9,0.7,2.4,3.9,1.63,25.8,5.31,80,3040,2649,425,705,126,18,57,374,307,350,0.266,0.347,0.392,0.739,1038,50,30,36,18
318,319,1982,OB Bears,26.5,3.98,56,24,0.7,3.19,3.95,80,32,4,10,725.1,625,318,257,41,289,318,33,3020,1.26,7.8,0.5,3.6,3.9,1.1,24.6,4.99,80,3097,2745,399,778,137,23,57,362,247,254,0.283,0.349,0.412,0.762,1132,36,41,46,18
319,320,1982,MBC Blue Dragons,25.9,4.38,46,33,0.582,3.51,4.45,80,19,8,15,708.1,660,350,276,52,259,394,47,2994,1.298,8.4,0.7,3.3,5.0,1.52,28.1,5.24,80,3060,2686,419,757,124,12,65,381,268,316,0.282,0.354,0.41,0.764,1100,56,47,32,27
320,321,1982,Lotte Giants,26.3,4.81,31,49,0.388,3.95,4.86,80,26,4,4,713.2,763,385,313,69,261,363,29,3080,1.435,9.6,0.9,3.3,4.6,1.39,26.4,4.41,80,3062,2628,353,674,112,8,59,325,326,316,0.257,0.344,0.373,0.717,979,61,40,41,27
