home,teamId,gamePk,gameDate,gameTimeUTC,flyOuts,groundOuts,runsScored,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,groundIntoTriplePlay,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,catchersInterference,pickoffs,airOutsPitching,groundOutsPitching,runsPitching,doublesPitching,triplesPitching,homeRunsPitching,strikeOutsPitching,baseOnBallsPitching,intentionalWalksPitching,hitsPitching,hitByPitchPitching,atBatsPitching,caughtStealingPitching,stolenBasesPitching,inningsPitched,earnedRuns,battersFaced,outsPitching,hitBatsmen,balks,wildPitches,pickoffsPitching,rbiPitching,inheritedRunners,inheritedRunnersScored,catchersInterferencePitching,sacBuntsPitching,sacFliesPitching
1,109,529410,2018-03-29,2018-03-30T02:10:00Z,4,9,8,2,1,0,11,6,0,12,0,36,0,2,0,0,42,16,8,28,0,0,0,0,0,0,2,0,0,2,12,2,0,9,0,33,0,0,9.0,2,36,27,0,0,0,0,2,0,0,0,1,0
0,114,529409,2018-03-29,2018-03-30T02:10:00Z,4,9,1,1,0,0,8,2,0,5,2,30,0,2,0,0,36,6,1,12,0,0,1,0,0,0,2,0,0,1,8,1,0,6,0,28,0,0,8.0,2,29,24,0,0,0,0,2,0,0,0,0,0
1,121,529419,2018-03-29,2018-03-29T17:10:00Z,2,10,9,2,0,0,8,9,0,12,1,33,0,1,0,0,44,14,8,24,1,0,0,0,0,0,4,0,0,2,15,1,0,6,0,33,0,0,9.0,4,34,27,0,0,0,0,4,0,0,0,0,0
1,139,529406,2018-03-29,2018-03-29T20:00:00Z,2,6,6,1,1,0,11,7,0,4,0,28,0,0,0,0,35,7,6,11,0,0,0,0,0,0,4,0,0,1,6,2,0,8,0,33,0,0,9.0,4,35,27,0,0,0,0,4,0,0,0,0,0
1,140,529411,2018-03-29,2018-03-29T19:35:00Z,9,4,1,1,0,0,9,2,0,6,1,31,0,0,0,0,34,7,0,12,0,0,0,1,0,0,4,0,0,2,13,6,0,6,0,30,0,0,9.0,4,37,27,0,0,0,0,4,0,0,0,0,1
1,146,529407,2018-03-29,2018-03-29T16:40:00Z,4,13,4,2,1,0,7,6,0,8,1,33,0,0,0,0,40,12,4,21,0,0,0,0,0,0,8,0,0,3,10,5,0,9,3,35,0,0,9.0,7,46,27,3,0,0,0,8,0,0,1,0,0
0,158,529413,2018-03-29,2018-03-29T20:10:00Z,4,19,2,2,0,0,9,2,0,10,1,42,1,1,0,0,45,12,2,14,0,0,0,1,0,0,1,0,0,0,15,6,0,6,0,39,0,0,12.0,1,46,36,0,0,0,0,1,0,0,0,0,0
1,119,529418,2018-03-29,2018-03-29T23:08:00Z,3,11,0,0,0,0,10,5,0,6,0,31,0,2,0,0,36,6,0,16,0,0,0,0,0,0,1,0,0,1,11,2,0,8,0,34,0,0,9.0,1,36,27,0,0,0,0,1,0,0,0,0,0
1,135,529413,2018-03-29,2018-03-29T20:10:00Z,6,12,1,0,0,0,15,6,0,6,0,39,1,1,0,0,46,6,1,18,0,0,0,0,0,0,2,0,0,0,9,2,0,10,1,42,0,0,12.0,2,45,36,1,0,0,1,2,0,0,0,0,0
0,142,529414,2018-03-29,2018-03-29T19:05:00Z,6,11,2,0,0,0,11,3,0,8,0,40,0,2,0,0,43,8,2,17,0,0,0,0,0,0,3,0,0,1,13,5,0,5,0,34,0,0,10.0,3,42,30,0,0,0,0,3,0,0,0,1,0
0,145,529408,2018-03-29,2018-03-29T20:15:00Z,6,8,14,3,0,6,7,7,0,14,1,39,0,0,0,0,47,35,14,12,0,0,0,0,0,0,7,0,0,1,2,2,0,9,1,36,0,0,9.0,6,39,27,1,0,0,0,6,0,0,0,0,0
0,117,529411,2018-03-29,2018-03-29T19:35:00Z,3,9,4,2,0,2,13,6,0,6,0,30,0,0,0,0,37,14,4,13,0,1,0,0,0,0,1,0,0,0,9,2,0,6,1,31,0,0,9.0,1,34,27,1,0,0,1,0,0,0,0,0,0
1,133,529412,2018-03-29,2018-03-29T20:05:00Z,3,9,6,1,1,2,11,5,0,12,0,42,0,0,0,0,48,21,6,17,0,0,0,0,0,0,5,0,0,3,7,1,0,13,0,46,0,0,11.0,5,47,33,0,0,0,0,5,0,0,0,0,0
1,136,529409,2018-03-29,2018-03-30T02:10:00Z,2,13,2,1,0,1,8,1,0,6,0,28,0,0,0,0,29,10,2,8,0,0,0,0,0,0,1,0,0,0,8,2,0,5,2,30,0,0,9.0,1,35,27,2,0,0,0,1,0,0,1,0,0
1,141,529415,2018-03-29,2018-03-29T19:37:00Z,2,9,1,0,0,1,12,3,0,2,0,29,0,1,0,0,32,5,1,6,0,0,0,0,0,0,6,0,0,3,9,2,0,11,0,38,0,0,9.0,5,40,27,0,0,0,0,6,0,0,0,0,0
0,143,529416,2018-03-29,2018-03-29T20:10:00Z,6,6,5,2,0,1,11,6,0,6,1,31,0,1,0,0,38,11,5,12,0,0,0,0,0,0,8,0,0,3,6,4,0,9,1,34,0,0,8.2,7,41,26,1,0,0,0,7,0,0,0,1,0
0,137,529418,2018-03-29,2018-03-29T23:08:00Z,1,10,1,2,0,1,11,2,0,8,0,34,0,0,0,0,36,13,1,15,0,0,0,0,0,0,0,0,0,0,10,5,0,6,0,31,0,0,9.0,0,36,27,0,0,0,0,0,0,0,0,0,0
1,110,529414,2018-03-29,2018-03-29T19:05:00Z,8,9,3,1,1,1,13,5,0,5,0,34,0,1,0,0,42,11,3,16,1,0,0,0,0,0,2,0,0,0,11,3,0,8,0,40,0,0,11.0,2,43,33,0,0,0,0,2,0,0,0,0,0
1,118,529408,2018-03-29,2018-03-29T20:15:00Z,6,13,7,3,0,1,2,2,0,9,1,36,0,0,0,0,39,15,6,9,0,0,0,0,0,0,14,0,0,6,7,7,0,14,1,39,0,0,9.0,14,47,27,1,0,0,0,14,0,0,0,0,0
0,115,529410,2018-03-29,2018-03-30T02:10:00Z,2,11,2,0,0,2,12,2,0,9,0,33,0,0,0,0,36,15,2,14,1,0,0,0,0,0,8,0,0,0,11,6,0,12,0,36,0,0,8.0,8,42,24,0,0,0,0,8,0,0,0,0,0
0,138,529419,2018-03-29,2018-03-29T17:10:00Z,3,5,4,1,0,2,15,1,0,6,0,33,0,0,0,0,34,13,4,5,0,0,0,0,0,0,9,0,0,0,8,9,0,12,1,33,0,0,8.0,8,44,24,1,0,0,0,8,0,0,0,1,0
0,111,529406,2018-03-29,2018-03-29T20:00:00Z,2,11,4,4,0,1,6,2,0,8,0,33,0,0,0,0,35,15,4,9,0,0,0,0,0,0,6,0,0,0,11,7,0,4,0,28,0,0,8.0,6,35,24,0,0,0,0,6,0,0,0,0,0
1,144,529416,2018-03-29,2018-03-29T20:10:00Z,5,12,8,1,0,3,6,4,0,9,1,34,0,0,0,0,41,19,7,12,1,0,0,0,0,0,5,0,0,1,11,6,0,6,1,31,0,0,9.0,5,38,27,1,0,0,0,5,0,0,0,0,0
0,108,529412,2018-03-29,2018-03-29T20:05:00Z,6,11,5,2,1,3,7,1,0,13,0,46,0,0,0,0,47,26,5,12,0,0,0,0,0,0,6,0,0,2,11,5,0,12,0,42,0,0,10.1,6,48,31,0,0,0,0,6,0,0,0,0,0
0,112,529407,2018-03-29,2018-03-29T16:40:00Z,3,6,8,4,0,3,10,5,0,9,3,35,0,1,0,0,47,22,8,18,0,0,1,0,0,0,4,0,0,0,7,6,0,8,1,33,0,0,9.0,3,40,27,1,0,0,0,4,0,0,0,0,0
0,147,529415,2018-03-29,2018-03-29T19:37:00Z,4,9,6,4,0,3,9,2,0,11,0,38,0,0,0,0,40,24,6,15,0,0,0,0,0,0,1,0,0,1,12,3,0,2,0,29,0,0,9.0,1,32,27,0,0,0,0,1,0,0,0,0,0
0,111,529421,2018-03-30,2018-03-30T23:10:00Z,6,9,1,2,0,0,6,2,0,7,0,32,0,0,0,0,34,9,1,10,0,0,0,0,0,0,0,0,0,0,9,1,0,4,0,30,0,0,9.0,0,31,27,0,0,0,0,0,0,0,0,0,0
0,120,529420,2018-03-30,2018-03-30T20:10:00Z,10,8,2,1,0,0,6,4,0,6,0,32,0,1,0,0,37,7,2,18,0,1,0,0,0,0,0,0,0,0,14,2,0,7,0,34,0,0,9.0,0,36,27,0,0,0,0,0,0,0,0,0,0
1,113,529420,2018-03-30,2018-03-30T20:10:00Z,4,7,0,1,0,0,14,2,0,7,0,34,0,1,0,0,36,8,0,13,0,0,0,0,0,0,2,0,0,0,6,4,0,6,0,32,0,0,9.0,2,37,27,0,0,0,0,2,0,0,0,0,1
0,147,529427,2018-03-30,2018-03-30T23:07:00Z,2,14,4,3,1,0,6,4,0,8,0,33,0,0,0,0,37,13,4,16,0,0,0,0,0,0,2,0,0,1,12,1,0,5,0,32,0,0,9.0,2,33,27,0,0,0,0,2,0,0,0,0,0
1,133,529425,2018-03-30,2018-03-31T02:05:00Z,7,8,1,1,0,0,8,1,0,7,2,33,0,0,0,0,36,8,1,17,0,0,0,1,0,0,2,0,0,1,7,0,0,6,0,32,0,0,9.0,2,32,27,0,0,0,0,1,0,0,0,0,0
1,116,529417,2018-03-30,2018-03-30T17:10:00Z,11,9,10,7,0,0,9,9,0,14,0,53,0,0,0,0,62,21,9,35,0,0,0,0,0,0,13,0,0,1,10,4,0,17,0,52,0,0,13.0,11,58,39,0,0,0,0,11,0,0,1,0,1
1,119,529429,2018-03-30,2018-03-31T02:10:00Z,3,7,0,0,0,0,8,0,0,1,0,27,0,0,0,0,27,1,0,1,0,0,0,0,0,0,1,0,0,1,5,0,0,2,0,31,0,0,9.0,1,32,27,0,0,0,1,1,0,0,0,1,0
1,139,529421,2018-03-30,2018-03-30T23:10:00Z,8,6,0,0,0,0,9,1,0,4,0,30,0,0,0,0,31,4,0,8,0,0,0,0,0,0,1,0,0,0,6,2,0,7,0,32,0,0,9.0,1,34,27,0,0,0,0,1,0,0,0,0,0
1,144,529428,2018-03-30,2018-03-30T23:35:00Z,3,10,4,2,0,0,9,5,0,9,2,37,1,0,0,0,46,11,4,13,1,1,0,0,0,0,5,0,0,2,10,5,0,10,0,40,0,0,11.0,4,48,33,0,0,0,0,5,0,0,1,0,2
0,117,529424,2018-03-30,2018-03-31T00:05:00Z,4,12,1,2,0,0,6,5,0,5,0,31,0,0,0,0,36,7,1,22,0,0,0,0,0,0,5,0,0,1,6,2,0,10,0,31,0,0,8.0,5,35,24,0,0,0,0,5,0,0,0,0,2
1,146,529422,2018-03-30,2018-03-30T23:10:00Z,7,23,2,0,0,0,14,8,0,12,1,61,1,0,0,0,70,12,2,25,0,0,0,0,0,0,1,0,0,1,20,8,0,8,1,58,0,0,17.0,1,68,51,1,0,0,0,1,0,0,0,0,0
0,115,529423,2018-03-30,2018-03-31T01:40:00Z,5,10,8,1,0,3,11,5,0,10,0,36,0,1,0,0,41,20,8,16,0,0,0,0,0,0,9,0,0,1,9,5,0,8,1,32,0,0,8.0,9,38,24,1,0,0,0,9,0,0,0,0,0
0,143,529428,2018-03-30,2018-03-30T23:35:00Z,9,11,5,2,0,2,10,5,0,10,0,40,0,3,0,0,49,18,5,18,0,2,1,0,0,0,4,0,0,0,9,5,0,9,2,37,0,0,11.0,4,46,33,2,0,0,0,4,0,0,0,1,1
0,137,529429,2018-03-30,2018-03-31T02:10:00Z,6,15,1,0,0,1,5,0,0,2,0,31,0,0,0,0,32,5,1,8,1,0,0,1,0,0,0,0,0,0,8,0,0,1,0,27,0,0,9.0,0,27,27,0,0,0,0,0,0,0,0,0,0
1,140,529424,2018-03-30,2018-03-31T00:05:00Z,5,13,5,3,0,1,6,2,0,10,0,31,0,0,0,0,35,16,5,11,0,2,0,0,0,0,1,0,0,0,6,5,0,5,0,31,0,0,9.0,1,36,27,0,0,0,0,1,0,0,0,0,0
1,141,529427,2018-03-30,2018-03-30T23:07:00Z,6,4,2,4,0,1,12,1,0,5,0,32,0,0,0,0,33,12,2,6,0,0,0,0,0,0,4,0,0,0,6,4,0,8,0,33,0,0,9.0,4,37,27,0,0,0,0,4,0,0,0,0,0
1,109,529423,2018-03-30,2018-03-31T01:40:00Z,6,6,9,1,1,1,9,5,0,8,1,32,0,1,0,0,38,14,9,12,0,0,0,0,0,0,8,0,0,3,11,5,0,10,0,36,0,0,9.0,7,41,27,0,0,0,0,8,0,0,0,0,0
0,108,529425,2018-03-30,2018-03-31T02:05:00Z,5,9,2,0,0,1,7,0,0,6,0,32,0,0,0,0,32,9,1,7,0,0,0,0,0,0,1,0,0,0,8,1,0,7,2,33,0,0,9.0,1,36,27,2,0,0,0,1,0,0,0,0,0
0,134,529417,2018-03-30,2018-03-30T17:10:00Z,11,6,13,3,1,1,10,4,0,17,0,52,2,1,0,0,59,25,11,15,0,1,1,0,0,0,10,0,0,0,9,9,0,14,0,53,0,0,13.0,10,62,39,0,0,0,0,9,0,0,0,0,0
0,112,529422,2018-03-30,2018-03-30T23:10:00Z,12,13,1,2,0,1,20,8,0,8,1,58,0,0,0,0,68,13,1,29,0,0,0,0,0,0,2,0,0,0,14,8,0,12,1,61,0,0,16.2,2,70,50,1,0,0,0,2,0,0,0,0,0
1,135,529426,2018-03-30,2018-03-31T02:10:00Z,3,13,6,2,0,2,7,4,0,12,1,37,0,0,0,0,42,20,6,17,0,0,0,0,0,0,8,0,0,1,4,1,0,11,0,37,0,0,9.0,5,40,27,0,0,0,0,8,0,0,0,1,1
0,158,529426,2018-03-30,2018-03-31T02:10:00Z,7,14,8,4,0,1,4,1,0,11,0,37,0,1,0,0,40,18,8,14,1,1,0,0,0,0,6,0,0,2,7,4,0,12,1,37,0,0,9.0,6,42,27,1,0,0,0,6,0,0,0,0,0
1,119,529442,2018-03-31,2018-04-01T01:10:00Z,6,10,5,1,1,0,5,3,0,4,0,26,0,0,0,0,31,7,3,5,0,2,0,0,0,0,0,0,0,0,11,3,0,9,0,34,0,0,9.0,0,37,27,0,0,0,0,0,0,0,0,0,0
1,109,529434,2018-03-31,2018-04-01T00:10:00Z,4,10,1,1,0,0,8,5,0,5,0,29,0,0,0,0,34,6,1,16,0,0,0,1,0,0,2,0,0,2,11,0,0,6,0,33,0,0,9.0,2,33,27,0,0,0,0,2,0,0,0,0,0
0,158,529437,2018-03-31,2018-04-01T00:40:00Z,7,7,7,3,0,0,9,6,0,12,0,39,0,3,0,0,46,15,7,19,0,0,0,0,0,0,3,0,0,1,8,1,0,6,0,31,0,0,9.0,3,32,27,0,0,0,1,3,0,0,0,0,0
0,108,529436,2018-03-31,2018-03-31T20:05:00Z,3,11,8,6,1,0,6,1,0,12,1,41,0,1,0,0,43,20,8,19,0,0,0,0,0,0,3,0,0,0,9,5,0,8,0,34,0,0,9.0,3,39,27,0,0,0,0,3,0,0,0,0,0
1,118,529432,2018-03-31,2018-03-31T23:15:00Z,5,9,3,0,1,0,5,5,0,6,1,31,0,1,0,0,38,8,3,15,0,1,0,0,0,0,4,0,0,1,8,3,0,8,0,34,0,0,9.0,4,37,27,0,0,0,0,4,0,0,0,0,0
1,133,529436,2018-03-31,2018-03-31T20:05:00Z,5,10,3,4,0,0,9,5,0,8,0,34,0,0,0,0,39,12,3,14,0,0,0,0,0,0,8,0,0,0,6,1,0,12,1,41,0,0,9.0,7,43,27,1,0,0,0,8,0,0,0,0,0
0,137,529442,2018-03-31,2018-04-01T01:10:00Z,3,10,0,1,0,0,11,3,0,9,0,34,0,1,0,0,37,10,0,17,0,0,0,0,0,0,5,0,0,0,5,3,0,4,0,26,0,0,8.0,3,31,24,0,0,0,0,3,0,0,0,0,2
0,143,529440,2018-03-31,2018-03-31T23:10:00Z,6,7,2,3,0,0,9,4,0,6,0,31,1,0,0,0,36,9,2,15,1,0,0,0,0,0,15,0,0,1,5,5,0,19,0,43,0,0,8.0,10,52,24,0,0,0,0,14,0,0,0,2,1
0,120,529444,2018-03-31,2018-03-31T18:10:00Z,7,8,13,2,0,4,8,4,0,14,1,38,1,0,0,0,46,28,13,11,0,2,0,0,0,0,7,0,0,3,11,2,0,12,0,39,0,0,9.0,5,42,27,0,0,0,0,7,0,0,0,0,1
1,113,529444,2018-03-31,2018-03-31T18:10:00Z,2,10,7,1,0,3,11,2,0,12,0,39,0,0,0,0,42,22,7,21,0,1,0,0,0,0,13,0,0,4,8,4,0,14,1,38,0,0,9.0,13,46,27,1,0,0,0,13,0,0,0,0,2
0,147,529439,2018-03-31,2018-03-31T20:07:00Z,5,10,3,2,0,2,4,4,0,4,0,30,0,0,0,0,34,12,3,6,0,0,0,0,0,0,5,0,0,1,9,4,0,9,0,32,0,0,8.0,4,36,24,0,0,0,0,4,0,0,0,0,0
1,136,529433,2018-03-31,2018-03-31T20:10:00Z,10,5,5,1,0,2,8,1,0,10,0,36,0,0,0,0,38,17,5,8,0,0,0,0,0,0,6,0,0,2,8,4,0,6,0,33,0,0,9.0,6,37,27,0,0,0,0,6,0,0,0,0,0
0,117,529435,2018-03-31,2018-03-31T20:05:00Z,6,7,9,4,0,2,9,4,0,14,0,40,0,0,0,0,45,24,9,19,0,1,0,0,0,0,3,0,0,1,13,4,0,5,0,32,0,0,9.0,3,36,27,0,0,0,0,3,0,0,0,0,0
1,110,529438,2018-03-31,2018-03-31T23:05:00Z,4,6,2,1,0,1,11,7,0,3,0,30,0,0,0,0,37,7,2,13,0,0,0,0,0,0,6,0,0,3,9,4,0,9,0,34,0,0,9.0,5,38,27,0,0,0,0,5,0,0,0,0,0
1,135,529437,2018-03-31,2018-04-01T00:40:00Z,4,6,3,2,1,1,8,1,0,6,0,31,0,0,0,0,32,13,3,6,0,0,0,1,0,0,7,0,0,0,9,6,0,12,0,39,0,0,9.0,7,46,27,0,0,0,0,7,0,0,0,0,0
1,141,529439,2018-03-31,2018-03-31T20:07:00Z,1,11,5,2,0,1,9,4,0,9,0,32,1,4,0,0,36,14,4,14,0,0,0,0,0,0,3,0,0,2,4,4,0,4,0,30,0,0,9.0,3,34,27,0,0,0,0,3,0,0,0,0,0
1,140,529435,2018-03-31,2018-03-31T20:05:00Z,1,9,3,1,0,1,13,4,0,5,0,32,0,0,0,0,36,9,3,11,0,0,0,0,0,0,9,0,0,2,9,4,0,14,0,40,0,0,9.0,9,45,27,0,0,0,0,9,0,0,0,0,1
0,145,529432,2018-03-31,2018-03-31T23:15:00Z,2,8,4,1,0,1,8,3,0,8,0,34,0,1,0,0,37,12,4,17,0,0,0,0,0,0,3,0,0,0,5,5,0,6,1,31,0,0,9.0,3,38,27,1,0,0,0,3,0,0,0,0,1
0,138,529443,2018-03-31,2018-03-31T17:10:00Z,5,6,2,0,0,1,12,3,0,7,0,34,0,0,0,0,37,10,2,18,0,0,0,0,0,0,6,0,0,2,5,5,0,11,1,33,0,0,8.0,6,41,24,1,0,0,0,6,0,0,0,0,1
1,121,529443,2018-03-31,2018-03-31T17:10:00Z,6,8,6,3,0,2,5,5,0,11,1,33,0,0,0,0,41,20,6,21,0,1,0,0,0,0,2,0,0,1,12,3,0,7,0,34,0,0,9.0,2,37,27,0,0,0,0,2,0,0,0,0,0
0,114,529433,2018-03-31,2018-03-31T20:10:00Z,9,6,6,1,0,2,8,4,0,6,0,33,0,0,0,0,37,13,6,7,0,0,0,0,0,0,5,0,0,2,8,1,0,10,0,36,0,0,9.0,5,38,27,0,0,0,0,5,0,0,0,0,0
0,115,529434,2018-03-31,2018-04-01T00:10:00Z,6,6,2,1,0,2,11,0,0,6,0,33,0,1,0,0,33,13,2,8,0,0,0,0,0,0,1,0,0,0,8,5,0,5,0,29,0,0,9.0,0,34,27,0,0,0,1,1,0,0,0,0,0
0,111,529430,2018-03-31,2018-03-31T22:10:00Z,7,9,3,4,0,1,5,6,0,7,0,33,1,1,0,0,39,14,2,20,0,0,0,0,0,0,2,0,0,1,7,3,0,8,0,33,0,0,9.0,2,37,27,0,0,0,0,2,0,0,0,0,1
1,139,529430,2018-03-31,2018-03-31T22:10:00Z,7,4,2,1,0,1,7,3,0,8,0,33,0,1,0,0,37,12,2,13,0,1,0,0,0,0,3,0,0,1,5,6,0,7,0,33,0,0,9.0,2,39,27,0,0,0,0,2,0,0,0,0,0
1,146,529431,2018-03-31,2018-03-31T23:10:00Z,5,13,6,0,0,1,7,3,0,10,2,37,1,0,0,0,42,13,6,17,0,0,0,0,0,0,10,0,0,1,11,5,0,13,0,41,0,0,10.0,9,48,30,0,0,0,0,9,0,0,0,1,1
0,112,529431,2018-03-31,2018-03-31T23:10:00Z,3,15,10,4,0,1,11,5,0,13,0,41,0,0,0,0,48,20,9,22,1,1,0,0,0,0,6,0,0,1,7,3,0,10,2,37,0,0,10.0,6,42,30,2,0,0,0,6,0,0,0,0,0
1,144,529440,2018-03-31,2018-03-31T23:10:00Z,5,13,15,5,1,1,5,5,0,19,0,43,0,0,0,0,52,29,14,23,2,1,0,0,0,0,2,0,0,0,9,4,0,6,0,31,0,0,9.0,2,36,27,0,0,0,0,2,0,0,0,1,0
0,142,529438,2018-03-31,2018-03-31T23:05:00Z,3,12,6,3,0,3,9,4,0,9,0,34,0,0,0,0,38,21,5,14,0,0,0,0,0,0,2,0,0,1,11,7,0,3,0,30,0,0,9.0,2,37,27,0,0,0,0,2,0,0,0,0,0
0,134,529453,2018-04-01,2018-04-01T17:10:00Z,4,12,1,3,0,0,4,3,0,6,1,28,1,0,0,0,32,9,1,13,0,0,0,0,0,0,0,0,0,0,5,6,0,2,0,26,0,0,9.0,0,32,27,0,0,0,0,0,0,0,0,0,0
1,146,529446,2018-04-01,2018-04-01T17:10:00Z,7,9,6,4,0,0,5,5,0,8,0,30,0,0,0,0,37,12,5,9,1,0,0,0,0,0,0,0,0,0,6,1,0,8,1,35,0,0,9.0,0,37,27,1,0,0,0,0,0,0,0,0,0
0,117,529449,2018-04-01,2018-04-01T19:05:00Z,9,2,8,5,1,0,11,2,0,13,1,39,0,2,0,0,43,20,8,18,0,1,0,0,0,0,2,0,0,2,12,3,0,4,0,30,0,0,9.0,2,33,27,0,0,0,0,2,0,0,0,0,0
0,108,529450,2018-04-01,2018-04-01T20:05:00Z,5,12,7,4,0,0,3,2,0,13,0,37,0,0,0,0,40,17,7,14,0,1,0,0,0,0,4,0,0,1,8,5,0,5,0,31,0,0,9.0,4,36,27,0,0,0,0,4,0,0,0,0,0
1,121,529455,2018-04-01,2018-04-01T17:10:00Z,9,4,1,1,0,0,8,3,0,7,0,32,0,0,0,0,36,8,1,13,1,0,0,1,0,0,5,0,0,3,8,7,0,9,1,34,0,0,9.0,5,42,27,1,0,0,0,5,0,0,0,0,0
0,112,529446,2018-04-01,2018-04-01T17:10:00Z,4,10,0,2,0,0,6,1,0,8,1,35,0,0,0,0,37,10,0,20,0,0,0,0,0,0,6,0,0,0,5,5,0,8,0,30,0,0,8.0,6,37,24,0,0,0,0,5,0,0,0,1,0
1,110,529451,2018-04-01,2018-04-01T17:05:00Z,4,10,0,1,0,0,6,1,0,3,0,30,0,0,0,0,31,4,0,7,0,0,0,0,0,0,7,0,0,4,10,3,0,10,0,38,0,0,9.0,7,41,27,0,0,0,0,6,0,0,0,0,0
0,111,529445,2018-04-01,2018-04-01T17:10:00Z,7,10,2,0,0,0,6,4,0,6,3,33,0,2,0,0,40,6,2,20,0,0,0,0,0,0,1,0,0,1,9,2,0,8,0,35,0,0,9.0,1,37,27,0,0,0,0,1,0,0,0,0,0
1,116,529453,2018-04-01,2018-04-01T17:10:00Z,6,12,0,1,0,0,5,6,0,2,0,26,1,0,0,0,32,3,0,13,0,0,0,0,0,0,1,0,0,0,4,3,0,6,1,28,0,0,9.0,1,32,27,1,0,0,0,1,0,0,0,0,0
0,137,529454,2018-04-01,2018-04-02T00:37:00Z,6,11,0,2,0,0,7,3,0,6,0,31,0,1,0,0,36,8,0,16,1,0,0,0,0,0,9,0,0,1,7,0,0,13,1,36,0,0,8.0,9,37,24,1,0,0,1,8,0,0,0,0,0
0,120,529456,2018-04-01,2018-04-01T20:10:00Z,4,14,6,0,0,4,6,6,0,8,1,34,0,2,0,0,42,20,6,10,0,0,0,0,0,0,5,0,0,1,8,3,0,7,2,32,0,0,9.0,5,37,27,2,0,0,0,4,0,0,0,0,0
0,142,529451,2018-04-01,2018-04-01T17:05:00Z,5,10,7,2,0,4,10,3,0,10,0,38,0,1,0,0,41,24,6,12,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,30,0,0,9.0,0,31,27,0,0,0,0,0,0,0,0,0,0
0,134,529441,2018-04-01,2018-04-01T22:10:00Z,7,2,8,1,0,3,10,2,0,10,0,36,1,1,0,0,39,20,7,11,0,1,0,0,0,0,6,0,0,1,9,2,0,12,0,39,0,0,9.0,6,41,27,0,0,0,0,6,0,0,0,0,0
1,140,529449,2018-04-01,2018-04-01T19:05:00Z,5,4,2,1,0,2,12,3,0,4,0,30,0,0,0,0,33,11,2,8,0,0,0,0,0,0,8,0,0,0,11,2,0,13,1,39,0,0,9.0,8,43,27,1,0,0,0,8,0,0,0,0,1
1,136,529448,2018-04-01,2018-04-01T20:10:00Z,5,7,5,4,0,2,8,4,0,8,1,31,0,0,0,0,37,18,5,12,1,0,0,0,0,0,4,0,0,2,8,3,0,7,0,34,0,0,9.0,4,38,27,0,0,0,0,4,0,0,0,0,0
0,114,529448,2018-04-01,2018-04-01T20:10:00Z,6,13,4,1,0,2,8,3,0,7,0,34,0,1,0,0,38,14,4,12,0,0,0,0,0,0,5,0,0,2,8,4,0,8,1,31,0,0,8.0,5,37,24,1,0,0,0,5,0,0,0,1,0
1,133,529450,2018-04-01,2018-04-01T20:05:00Z,3,11,4,0,0,1,8,5,0,5,0,31,0,0,0,0,36,8,4,11,0,0,0,0,0,0,7,0,0,0,3,2,0,13,0,37,0,0,9.0,6,40,27,0,0,0,0,7,0,0,0,0,1
1,113,529456,2018-04-01,2018-04-01T20:10:00Z,3,8,5,3,0,1,8,3,0,7,2,32,0,0,0,0,37,13,4,11,0,0,0,0,0,0,6,0,0,4,6,6,0,8,1,34,0,0,9.0,6,42,27,1,0,0,0,6,0,0,0,0,0
1,119,529454,2018-04-01,2018-04-02T00:37:00Z,5,8,9,3,0,1,7,0,0,13,1,36,1,0,0,0,37,19,8,13,0,0,0,1,0,0,0,0,0,0,7,3,0,6,0,31,0,0,9.0,0,36,27,0,0,0,0,0,0,0,0,1,0
1,141,529452,2018-04-01,2018-04-01T17:07:00Z,2,7,7,1,0,2,12,5,0,12,0,35,0,0,0,0,41,19,7,25,0,0,0,0,0,0,4,0,0,1,12,6,0,5,0,33,0,0,9.0,4,39,27,0,0,0,0,4,0,0,0,0,0
0,147,529452,2018-04-01,2018-04-01T17:07:00Z,6,9,4,1,0,1,12,6,0,5,0,33,0,0,0,0,39,9,4,14,0,0,0,0,0,0,7,0,0,2,12,5,0,12,0,35,0,0,8.0,7,41,24,0,0,0,0,7,0,0,0,0,0
1,139,529445,2018-04-01,2018-04-01T17:10:00Z,6,4,1,1,0,1,9,2,0,8,0,35,0,0,0,0,37,12,1,12,0,0,0,0,0,0,2,0,0,0,6,4,0,6,3,33,0,0,9.0,2,40,27,3,0,0,0,2,0,0,0,0,0
1,116,529441,2018-04-01,2018-04-01T22:10:00Z,3,10,6,4,2,1,9,2,0,12,0,39,0,0,0,0,41,23,6,14,0,0,0,0,0,0,8,0,0,3,10,2,0,10,0,36,0,0,9.0,8,39,27,0,0,0,0,7,0,0,0,0,1
0,138,529455,2018-04-01,2018-04-01T17:10:00Z,5,9,5,1,0,3,8,7,0,9,1,34,0,2,0,0,42,19,5,17,0,0,0,0,0,0,1,0,0,0,8,3,0,7,0,32,0,0,9.0,1,36,27,0,0,0,1,1,0,0,0,1,0
