home,teamId,gamePk,gameDate,gameTimeUTC,flyOuts,groundOuts,runsScored,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,groundIntoTriplePlay,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,catchersInterference,pickoffs,airOutsPitching,groundOutsPitching,runsPitching,doublesPitching,triplesPitching,homeRunsPitching,strikeOutsPitching,baseOnBallsPitching,intentionalWalksPitching,hitsPitching,hitByPitchPitching,atBatsPitching,caughtStealingPitching,stolenBasesPitching,inningsPitched,earnedRuns,battersFaced,outsPitching,hitBatsmen,balks,wildPitches,pickoffsPitching,rbiPitching,inheritedRunners,inheritedRunnersScored,catchersInterferencePitching,sacBuntsPitching,sacFliesPitching
1,118,529586,2018-04-11,2018-04-11T18:15:00Z,5,7,2,1,0,0,12,2,0,7,1,34,1,0,0,0,37,8,2,23,0,0,0,0,0,0,4,0,0,1,10,4,0,6,0,31,0,0,9.0,3,36,27,0,0,0,0,3,0,0,0,0,1
1,114,529577,2018-04-11,2018-04-11T22:10:00Z,3,11,5,2,0,0,6,4,0,10,0,34,0,2,0,0,38,12,5,16,0,0,0,0,0,0,1,0,0,1,6,2,0,3,0,29,0,0,9.0,1,31,27,0,0,0,1,1,0,0,0,0,0
0,121,529581,2018-04-11,2018-04-11T23:10:00Z,6,11,4,2,0,0,6,4,0,5,1,30,1,0,0,0,38,7,4,7,0,1,0,0,0,0,1,0,0,1,10,2,0,2,0,28,0,0,9.0,1,30,27,0,0,0,0,1,0,0,0,0,0
0,113,529576,2018-04-11,2018-04-11T23:05:00Z,5,12,3,2,0,0,13,1,0,11,0,44,1,1,0,0,47,13,3,16,2,0,0,0,0,0,4,0,0,2,12,6,0,6,0,39,0,0,11.2,3,49,35,0,0,0,1,4,0,0,0,1,1
0,134,529584,2018-04-11,2018-04-12T00:05:00Z,3,13,5,1,0,2,6,3,0,8,0,34,0,1,0,0,37,15,5,10,0,0,0,0,0,0,13,0,0,3,5,2,0,16,1,41,0,0,8.0,13,45,24,1,0,0,0,12,0,0,0,0,0
0,109,529574,2018-04-11,2018-04-11T19:45:00Z,4,11,7,4,0,2,9,1,0,9,0,36,0,1,0,0,37,19,7,6,0,0,0,0,0,0,3,0,0,1,10,4,0,6,0,32,0,0,9.0,3,37,27,0,0,0,0,3,0,0,0,0,0
0,147,529582,2018-04-11,2018-04-11T23:10:00Z,5,9,10,1,1,2,9,5,0,12,1,36,0,2,0,0,44,21,10,17,0,2,0,0,0,0,7,0,0,2,8,2,0,10,0,36,0,0,9.0,7,38,27,0,0,0,0,6,0,0,0,0,0
1,111,529582,2018-04-11,2018-04-11T23:10:00Z,8,7,7,3,0,2,8,2,0,10,0,36,0,0,0,0,38,19,6,13,0,0,0,0,0,0,10,0,0,2,9,5,0,12,1,36,0,0,9.0,10,44,27,1,0,0,0,10,0,0,0,0,2
1,146,529581,2018-04-11,2018-04-11T23:10:00Z,4,11,1,0,0,1,10,2,0,2,0,28,0,0,0,0,30,5,1,3,0,0,0,0,0,0,4,0,0,0,6,4,0,5,1,30,0,0,9.0,4,38,27,1,0,0,0,4,0,0,0,0,1
0,116,529577,2018-04-11,2018-04-11T22:10:00Z,4,13,1,1,0,1,6,2,0,3,0,29,1,0,0,0,31,7,1,6,0,0,0,1,0,0,5,0,0,0,6,4,0,10,0,34,0,0,8.0,5,38,24,0,0,0,0,5,0,0,0,0,0
0,136,529586,2018-04-11,2018-04-11T18:15:00Z,2,7,4,1,0,1,10,4,0,6,0,31,0,0,0,0,36,10,3,9,0,1,0,0,0,0,2,0,0,0,12,2,0,7,1,34,0,0,9.0,2,37,27,1,0,0,0,2,0,0,0,0,0
1,145,529587,2018-04-11,2018-04-11T18:10:00Z,4,8,2,1,0,1,9,2,0,8,2,31,1,0,0,0,35,12,2,18,0,0,0,2,0,0,1,0,0,0,11,6,0,4,0,29,0,0,9.0,1,36,27,0,0,0,1,1,0,0,0,1,0
1,138,529580,2018-04-11,2018-04-11T17:15:00Z,3,11,2,1,0,1,9,2,0,7,0,32,1,0,0,0,34,11,2,11,0,0,0,0,0,0,3,0,0,2,5,1,0,8,0,33,0,0,9.0,3,34,27,0,0,0,0,3,0,0,0,0,0
1,140,529579,2018-04-11,2018-04-12T00:05:00Z,5,5,2,0,0,1,9,6,0,5,2,32,0,1,0,0,40,8,2,18,0,0,0,0,0,0,7,0,0,0,2,6,0,9,2,34,0,0,9.0,5,43,27,2,0,0,1,7,0,0,0,0,1
1,137,529574,2018-04-11,2018-04-11T19:45:00Z,4,10,3,1,0,1,10,4,0,6,0,32,0,0,0,0,37,10,3,12,0,0,0,0,0,0,7,0,0,2,9,1,0,9,0,36,0,0,9.0,7,37,27,0,0,0,0,7,0,0,0,0,0
0,141,529588,2018-04-11,2018-04-11T23:05:00Z,2,7,3,1,0,1,9,3,0,7,0,34,0,0,0,0,37,11,3,12,0,0,0,0,0,0,5,0,0,0,11,3,0,11,0,34,0,0,8.0,5,38,24,0,0,0,0,5,0,0,0,0,1
0,117,529578,2018-04-11,2018-04-11T17:10:00Z,7,8,8,1,0,1,8,7,0,13,1,38,0,0,0,0,47,17,7,25,0,1,0,0,0,0,9,0,0,2,12,7,0,9,0,35,0,0,8.2,9,42,26,0,0,0,0,9,0,0,0,0,0
0,158,529580,2018-04-11,2018-04-11T17:15:00Z,2,16,3,2,0,2,5,1,0,8,0,33,0,0,0,0,34,16,3,11,0,0,0,0,0,0,2,0,0,1,9,2,0,7,0,32,0,0,9.0,2,34,27,0,0,0,0,2,0,0,0,0,0
0,135,529585,2018-04-11,2018-04-11T19:10:00Z,3,9,4,1,0,2,13,1,0,6,1,33,0,0,0,0,35,13,3,8,0,0,0,0,0,0,6,0,0,0,11,3,0,9,1,30,0,0,8.0,3,37,24,1,0,0,0,5,0,0,0,2,1
1,142,529578,2018-04-11,2018-04-11T17:10:00Z,3,9,9,1,1,2,12,7,0,9,0,35,0,0,0,0,42,18,9,18,0,0,0,0,0,0,8,0,0,1,8,7,0,13,1,38,0,0,9.0,7,47,27,1,0,0,0,7,0,0,0,0,1
1,143,529576,2018-04-11,2018-04-11T23:05:00Z,4,16,4,0,0,2,12,6,0,6,0,39,1,0,0,0,49,12,4,12,1,1,0,1,0,0,3,0,0,0,13,1,0,11,0,44,0,0,12.0,3,47,36,0,0,0,0,3,0,0,0,2,0
1,119,529583,2018-04-11,2018-04-12T02:10:00Z,5,9,6,3,0,2,5,0,0,12,0,39,0,0,0,0,40,21,6,13,0,1,0,0,0,0,16,0,0,3,9,1,0,21,0,49,0,0,9.0,16,50,27,0,0,0,0,15,0,0,0,0,0
1,120,529575,2018-04-11,2018-04-11T17:05:00Z,2,17,3,1,0,1,11,3,0,10,1,41,0,0,0,0,46,14,3,15,1,0,0,0,0,0,5,0,0,3,16,7,0,11,1,46,0,0,12.0,5,56,36,1,0,0,0,5,0,0,0,0,0
0,133,529583,2018-04-11,2018-04-12T02:10:00Z,6,9,16,3,0,3,9,1,0,21,0,49,0,0,0,0,50,33,15,23,0,0,0,0,0,0,6,0,0,2,5,0,0,12,0,39,0,0,9.0,5,40,27,0,0,0,0,6,0,0,0,0,1
0,144,529575,2018-04-11,2018-04-11T17:05:00Z,6,8,5,3,0,3,16,7,0,11,1,46,1,3,0,0,56,23,5,34,0,0,0,0,0,0,3,0,0,1,11,3,0,10,1,41,0,0,12.0,3,46,36,1,0,0,0,3,0,0,0,1,0
1,112,529584,2018-04-11,2018-04-12T00:05:00Z,7,10,13,7,0,3,5,2,0,16,1,41,0,1,0,0,45,32,12,17,0,0,0,0,0,0,5,0,0,2,6,3,0,8,0,34,0,0,9.0,5,37,27,0,0,0,0,5,0,0,0,0,0
1,142,529589,2018-04-12,2018-04-13T00:10:00Z,5,8,4,3,0,0,6,6,0,7,0,30,0,3,0,0,36,10,4,19,0,0,0,0,0,0,0,0,0,0,13,0,0,3,1,30,0,0,9.0,0,31,27,1,0,0,0,0,0,0,0,0,0
0,137,529595,2018-04-12,2018-04-13T02:10:00Z,7,10,7,2,0,0,7,8,0,10,1,36,0,0,0,0,46,12,5,26,1,0,0,0,0,0,0,0,0,0,6,3,0,1,0,27,0,0,9.0,0,30,27,0,0,0,0,0,0,0,0,0,0
1,111,529593,2018-04-12,2018-04-12T23:10:00Z,4,9,6,2,0,0,9,3,0,8,1,33,0,0,0,0,38,10,6,20,0,1,0,0,0,0,3,0,0,0,10,2,0,5,1,32,0,0,9.0,3,35,27,1,0,0,0,3,0,0,0,0,0
0,145,529589,2018-04-12,2018-04-13T00:10:00Z,3,9,0,0,0,0,13,0,0,3,1,30,0,0,0,0,31,3,0,5,0,0,0,0,0,0,4,0,0,0,6,6,0,7,0,30,0,0,8.0,3,36,24,0,0,0,0,4,0,0,0,0,0
0,147,529593,2018-04-12,2018-04-12T23:10:00Z,7,10,3,3,0,0,10,2,0,5,1,32,0,1,0,0,35,8,3,11,0,0,0,0,0,0,6,0,0,0,9,3,0,8,1,33,0,0,8.0,6,38,24,1,0,0,0,6,0,0,0,0,1
1,118,529592,2018-04-12,2018-04-13T00:15:00Z,5,8,1,2,0,0,8,2,0,9,0,34,0,0,0,0,36,11,1,13,0,0,0,0,0,0,7,0,0,2,3,3,0,15,0,42,0,0,9.0,7,46,27,0,0,0,0,7,0,0,0,0,0
1,135,529595,2018-04-12,2018-04-13T02:10:00Z,6,8,0,0,0,0,6,3,0,1,0,27,0,0,0,0,30,1,0,7,0,0,0,0,0,0,7,0,0,0,7,8,0,10,1,36,0,0,9.0,3,46,27,1,0,0,0,5,0,0,0,1,0
1,113,529596,2018-04-12,2018-04-12T22:40:00Z,3,11,4,2,0,0,9,4,0,7,0,34,0,1,0,0,38,9,3,13,0,0,0,0,0,0,13,0,0,4,8,11,0,13,1,39,0,0,9.0,13,52,27,1,0,0,0,13,0,0,0,0,1
0,116,529591,2018-04-12,2018-04-12T22:10:00Z,5,11,3,3,0,0,7,2,0,9,1,38,0,0,0,0,41,12,3,23,0,0,0,0,0,0,9,0,0,2,5,1,0,15,1,40,0,0,8.0,6,43,24,1,0,0,0,8,0,0,0,0,0
1,114,529591,2018-04-12,2018-04-12T22:10:00Z,5,15,9,3,0,2,5,1,0,15,1,40,0,0,0,0,43,24,8,24,0,0,0,0,0,0,3,0,0,0,7,2,0,9,1,38,0,0,9.0,3,41,27,1,0,0,0,3,0,0,0,0,0
0,108,529592,2018-04-12,2018-04-13T00:15:00Z,10,11,7,2,1,2,3,3,0,15,0,42,0,0,0,0,46,25,7,16,0,0,0,0,0,0,1,0,0,0,8,2,0,9,0,34,0,0,9.0,1,36,27,0,0,0,0,1,0,0,0,0,0
1,120,529590,2018-04-12,2018-04-12T23:05:00Z,5,9,1,1,0,1,7,2,0,4,0,29,0,0,0,0,31,8,1,6,0,0,0,0,0,0,5,0,0,2,10,3,0,9,0,37,0,0,9.0,4,40,27,0,0,0,0,4,0,0,0,0,0
0,134,529594,2018-04-12,2018-04-12T18:20:00Z,4,12,6,2,1,4,10,7,0,9,0,37,0,1,0,0,47,25,6,18,0,0,0,0,0,0,1,0,0,1,6,1,0,7,1,33,0,0,9.0,1,35,27,1,0,0,0,1,0,0,0,0,0
0,138,529596,2018-04-12,2018-04-12T22:40:00Z,7,11,13,2,0,4,8,11,0,13,1,39,0,0,0,0,52,27,13,27,0,1,0,0,0,0,4,0,0,0,9,4,0,7,0,34,0,0,9.0,3,38,27,0,0,0,0,3,0,0,0,0,0
0,115,529590,2018-04-12,2018-04-12T23:05:00Z,2,10,5,3,0,2,10,3,0,9,0,37,0,0,0,0,40,18,4,21,0,0,0,0,0,0,1,0,0,1,7,2,0,4,0,29,0,0,9.0,1,31,27,0,0,0,0,1,0,0,0,0,0
1,112,529594,2018-04-12,2018-04-12T18:20:00Z,3,7,1,2,0,1,6,1,0,7,1,33,0,0,0,0,35,12,1,14,0,0,0,0,0,0,6,0,0,4,10,7,0,9,0,37,0,0,9.0,6,47,27,0,0,0,0,6,0,0,0,0,0
1,120,529601,2018-04-13,2018-04-13T23:05:00Z,4,9,1,1,0,0,10,4,0,4,0,30,0,0,0,0,35,5,1,10,0,1,0,0,0,0,2,0,0,1,9,1,0,5,0,31,0,0,9.0,1,33,27,0,0,0,0,2,0,0,0,0,1
1,139,529606,2018-04-13,2018-04-13T23:10:00Z,8,6,1,0,0,0,8,3,0,4,0,31,0,1,0,0,34,4,1,10,0,0,0,0,0,0,2,0,0,0,13,3,0,7,0,33,0,0,9.0,2,37,27,0,0,0,0,2,0,0,0,0,0
1,112,529598,2018-04-13,2018-04-13T18:20:00Z,4,10,0,1,0,0,9,1,0,4,1,30,0,0,0,0,32,5,0,10,0,0,0,0,0,0,4,0,0,1,7,5,0,12,0,39,0,0,9.0,4,44,27,0,0,0,0,3,0,0,0,0,0
1,118,529602,2018-04-13,2018-04-14T00:15:00Z,5,10,4,2,0,0,8,3,0,11,0,35,1,0,0,0,38,13,3,16,0,0,0,0,0,0,5,0,0,1,8,1,0,13,0,38,0,0,9.0,5,41,27,0,0,0,0,5,0,0,0,1,1
1,114,529611,2018-04-13,2018-04-13T23:10:00Z,1,13,4,3,0,0,11,2,0,12,0,37,0,1,0,0,39,15,4,16,0,0,0,0,0,0,8,0,0,1,10,3,0,7,1,36,0,0,9.0,7,40,27,1,0,0,0,8,0,0,0,0,0
0,143,529606,2018-04-13,2018-04-13T23:10:00Z,3,6,2,2,0,0,13,3,0,7,0,33,0,0,0,0,37,9,2,12,0,0,0,1,0,0,1,0,0,0,8,3,0,4,0,31,0,0,9.0,1,34,27,0,0,0,0,1,0,0,0,0,0
0,137,529608,2018-04-13,2018-04-14T02:10:00Z,3,12,1,0,0,0,8,1,0,10,1,35,0,0,0,0,37,10,1,19,0,0,0,0,0,0,5,0,0,1,6,1,0,8,1,34,0,0,8.0,4,36,24,1,0,0,0,5,0,0,0,0,0
0,110,529599,2018-04-13,2018-04-13T23:10:00Z,4,6,3,1,0,0,12,2,0,9,0,34,0,0,0,0,37,10,3,12,0,1,0,0,0,0,7,0,0,1,6,6,0,11,1,34,0,0,8.0,7,42,24,1,0,0,0,5,0,0,0,0,1
1,121,529603,2018-04-13,2018-04-13T23:10:00Z,3,10,6,2,1,2,9,3,0,9,0,31,0,0,0,0,35,19,5,13,0,1,0,0,0,0,5,0,0,3,6,2,0,10,1,34,0,0,9.0,4,38,27,1,0,0,0,5,0,0,0,1,0
1,136,529605,2018-04-13,2018-04-14T02:10:00Z,1,13,7,2,0,2,7,3,0,11,0,34,1,0,0,0,37,19,7,12,0,0,0,0,0,0,4,0,0,3,7,4,0,8,0,34,0,0,9.0,4,38,27,0,0,0,0,4,0,0,0,0,0
0,109,529597,2018-04-13,2018-04-14T02:10:00Z,2,6,8,3,0,2,14,3,0,10,0,36,0,0,0,0,40,19,6,15,0,1,0,0,0,0,7,0,0,2,8,3,0,11,1,37,0,0,9.0,7,41,27,1,0,0,0,7,0,0,0,0,0
0,138,529609,2018-04-13,2018-04-13T22:40:00Z,3,10,5,2,0,2,9,2,0,13,0,38,1,1,0,0,41,21,5,22,0,0,0,0,0,0,3,0,0,1,13,3,0,7,0,32,0,0,9.0,3,36,27,0,0,0,1,3,0,0,0,1,0
0,147,529604,2018-04-13,2018-04-13T23:10:00Z,5,13,8,3,1,2,8,4,0,11,1,38,0,1,0,0,44,22,7,17,0,1,0,0,0,0,6,0,0,2,11,0,0,12,0,38,0,0,9.0,6,39,27,0,0,0,0,6,0,0,0,0,1
1,116,529604,2018-04-13,2018-04-13T23:10:00Z,7,4,6,3,0,2,11,0,0,12,0,38,0,0,0,0,39,21,6,12,0,1,0,0,0,0,8,0,0,2,8,4,0,11,1,38,0,0,9.0,7,44,27,1,0,0,0,7,0,0,0,0,1
0,134,529607,2018-04-13,2018-04-13T23:10:00Z,9,6,2,1,0,1,8,3,0,5,0,29,1,1,0,0,33,9,2,10,1,0,0,1,0,0,7,0,0,1,4,2,0,14,0,34,0,0,8.0,6,38,24,0,0,0,0,4,0,0,0,1,1
0,115,529601,2018-04-13,2018-04-13T23:05:00Z,4,6,2,0,0,1,9,1,0,5,0,31,1,1,0,0,33,8,2,10,0,1,0,0,0,0,1,0,0,0,10,4,0,4,0,30,0,0,9.0,1,35,27,0,0,0,0,1,0,0,0,0,1
1,113,529609,2018-04-13,2018-04-13T22:40:00Z,4,7,3,0,0,1,13,3,0,7,0,32,0,0,0,0,36,10,3,14,1,0,0,1,0,0,5,0,0,2,9,2,0,13,0,38,0,0,9.0,5,41,27,0,0,0,0,5,0,0,0,0,0
1,146,529607,2018-04-13,2018-04-13T23:10:00Z,3,14,7,0,1,1,4,2,0,14,0,34,0,1,0,0,38,19,4,15,1,1,0,0,0,0,2,0,0,1,8,3,0,5,0,29,0,0,9.0,2,33,27,0,0,0,1,2,0,0,0,1,0
1,111,529599,2018-04-13,2018-04-13T23:10:00Z,7,6,7,4,0,1,6,6,0,11,1,34,0,0,0,0,42,18,5,24,0,1,0,0,0,0,3,0,0,0,12,2,0,9,0,34,0,0,9.0,3,37,27,0,0,0,0,3,0,0,0,0,1
1,135,529608,2018-04-13,2018-04-14T02:10:00Z,4,15,5,2,0,1,6,1,0,8,1,34,0,0,0,0,36,13,5,20,0,0,0,0,0,0,1,0,0,0,8,1,0,10,1,35,0,0,9.0,0,37,27,1,0,0,0,1,0,0,0,0,0
0,141,529611,2018-04-13,2018-04-13T23:10:00Z,3,13,8,4,0,1,10,3,0,7,1,36,0,3,0,0,40,14,8,13,0,0,0,0,0,0,4,0,0,0,11,2,0,12,0,37,0,0,9.0,4,39,27,0,0,0,0,4,0,0,0,0,0
0,108,529602,2018-04-13,2018-04-14T00:15:00Z,3,13,5,1,0,1,8,1,0,13,0,38,0,2,0,0,41,17,5,21,1,1,0,0,0,0,4,0,0,0,8,3,0,11,0,35,0,0,9.0,3,38,27,0,0,0,0,3,0,0,0,0,0
1,117,529610,2018-04-13,2018-04-14T00:10:00Z,3,10,3,0,0,2,9,3,0,8,0,33,0,1,0,0,36,14,2,12,0,0,0,0,0,0,2,0,0,2,17,1,0,6,2,33,0,0,9.0,2,36,27,2,0,0,0,2,0,0,0,0,0
0,140,529610,2018-04-13,2018-04-14T00:10:00Z,3,3,2,0,0,2,17,1,0,6,2,33,0,0,0,0,36,12,2,11,0,0,0,0,0,0,3,0,0,2,9,3,0,8,0,33,0,0,8.0,2,36,24,0,0,0,0,2,0,0,0,0,0
1,119,529597,2018-04-13,2018-04-14T02:10:00Z,3,9,7,1,0,2,8,3,0,11,1,37,0,0,0,0,41,18,7,14,0,0,0,0,0,0,8,0,0,2,14,3,0,10,0,36,0,0,9.0,5,40,27,0,0,0,0,6,0,0,0,0,1
0,144,529598,2018-04-13,2018-04-13T18:20:00Z,4,11,4,4,0,1,7,5,0,12,0,39,1,0,0,0,44,19,3,20,0,0,0,0,0,0,0,0,0,0,9,1,0,4,1,30,0,0,9.0,0,32,27,1,0,0,0,0,0,0,0,0,0
0,158,529603,2018-04-13,2018-04-13T23:10:00Z,5,14,5,1,0,3,6,2,0,10,1,34,0,1,0,0,38,20,5,10,1,0,0,0,0,0,6,0,0,2,9,3,0,9,0,31,0,0,8.0,6,35,24,0,0,0,0,5,0,0,0,0,1
0,133,529605,2018-04-13,2018-04-14T02:10:00Z,6,9,4,0,0,3,7,4,0,8,0,34,0,0,0,0,38,17,4,17,0,0,0,0,0,0,7,0,0,2,7,3,0,11,0,34,0,0,8.0,7,37,24,0,0,0,0,7,0,0,0,0,0
0,134,529622,2018-04-14,2018-04-14T23:10:00Z,3,12,1,1,0,0,4,2,0,5,1,30,1,0,0,0,34,6,1,7,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,33,0,0,9.0,0,37,27,0,0,0,0,0,0,0,0,0,0
1,121,529618,2018-04-14,2018-04-14T23:10:00Z,6,9,1,0,0,0,10,2,0,3,1,28,0,0,0,0,31,3,1,6,0,0,0,0,0,0,5,0,0,3,13,1,0,9,0,35,0,0,9.0,5,37,27,0,0,0,0,5,0,0,0,1,0
1,119,529612,2018-04-14,2018-04-15T01:10:00Z,7,13,1,3,0,0,5,2,0,8,0,34,1,0,0,0,36,11,1,14,0,0,0,0,0,0,9,0,0,4,7,2,0,10,0,36,0,0,9.0,9,38,27,0,0,0,0,9,0,0,0,0,0
1,139,529621,2018-04-14,2018-04-14T22:10:00Z,4,19,4,3,0,0,4,3,0,8,0,31,0,0,0,0,36,11,4,11,0,2,0,0,0,0,9,0,0,1,3,3,0,13,0,38,0,0,9.0,8,42,27,0,0,0,0,9,0,0,0,0,1
1,146,529622,2018-04-14,2018-04-14T23:10:00Z,4,15,0,0,0,0,3,3,0,6,0,33,0,0,0,0,37,6,0,17,0,0,0,0,0,0,1,0,0,0,4,2,0,5,1,30,0,0,9.0,1,34,27,1,0,0,0,1,0,0,0,0,0
0,109,529612,2018-04-14,2018-04-15T01:10:00Z,5,9,9,2,0,4,7,2,0,10,0,36,0,0,0,0,38,24,9,3,0,0,0,0,0,0,1,0,0,0,5,2,0,8,0,34,0,0,9.0,1,36,27,0,0,0,0,1,0,0,0,0,0
0,140,529625,2018-04-14,2018-04-14T20:05:00Z,1,11,6,2,0,4,15,3,0,11,0,40,0,0,0,0,44,25,6,12,0,0,0,0,0,0,5,0,0,1,7,3,0,8,1,38,0,0,10.0,5,42,30,1,0,0,0,5,0,0,0,0,0
1,136,529620,2018-04-14,2018-04-15T01:10:00Z,4,9,10,2,0,4,7,2,0,17,0,42,0,2,0,0,44,31,9,19,0,0,0,0,0,0,8,0,0,3,11,3,0,10,1,36,0,0,9.0,8,40,27,1,0,0,0,8,0,0,0,0,0
0,108,529617,2018-04-14,2018-04-14T23:15:00Z,6,5,5,1,0,3,11,2,0,9,0,36,0,0,0,0,39,19,5,12,0,1,0,0,0,0,3,0,0,1,11,5,0,6,0,32,0,0,9.0,3,37,27,0,0,0,0,2,0,0,0,0,0
0,133,529620,2018-04-14,2018-04-15T01:10:00Z,3,7,8,2,0,3,11,3,0,10,1,36,0,0,0,0,40,21,8,10,0,0,0,0,0,0,10,0,0,4,7,2,0,17,0,42,0,0,8.0,9,44,24,0,0,0,0,9,0,0,0,0,0
1,135,529623,2018-04-14,2018-04-15T00:40:00Z,4,8,5,2,0,2,9,4,0,11,0,34,0,0,0,0,39,19,5,22,0,1,0,0,0,0,4,0,0,2,11,3,0,9,0,34,0,0,9.0,4,37,27,0,0,0,1,4,0,0,0,0,0
0,137,529623,2018-04-14,2018-04-15T00:40:00Z,1,7,4,1,2,2,11,3,0,9,0,34,1,0,0,0,37,20,4,8,0,0,0,1,0,0,5,0,0,2,9,4,0,11,0,34,0,0,8.0,5,39,24,0,0,0,0,5,0,0,0,0,1
0,115,529616,2018-04-14,2018-04-14T17:05:00Z,3,5,2,0,0,1,14,2,0,2,0,29,0,0,0,0,31,5,2,4,0,0,0,0,0,0,6,0,0,1,7,3,0,12,0,34,0,0,8.0,6,37,24,0,0,0,0,6,0,0,0,0,0
1,118,529617,2018-04-14,2018-04-14T23:15:00Z,3,9,3,0,0,1,11,5,0,6,0,32,0,0,0,0,37,9,2,18,0,0,0,0,0,0,5,0,0,3,11,2,0,9,0,36,0,0,9.0,4,39,27,0,0,0,0,5,0,0,0,0,1
1,120,529616,2018-04-14,2018-04-14T17:05:00Z,2,6,6,2,0,1,7,3,0,12,0,34,0,2,0,0,37,17,6,12,0,0,0,0,0,0,2,0,0,1,14,2,0,2,0,29,0,0,9.0,2,31,27,0,0,0,0,2,0,0,0,0,0
0,110,529614,2018-04-14,2018-04-14T17:05:00Z,3,9,3,3,0,1,9,1,0,9,0,34,0,0,0,0,35,15,3,12,0,0,0,0,0,0,10,0,0,2,3,2,0,15,0,39,0,0,8.0,8,41,24,0,0,0,0,9,0,0,0,0,0
0,143,529621,2018-04-14,2018-04-14T22:10:00Z,8,12,9,4,0,1,3,3,0,13,0,38,0,0,0,0,42,20,9,15,0,1,0,0,0,0,4,0,0,0,4,3,0,8,0,31,0,0,9.0,3,36,27,0,0,0,0,4,0,0,0,0,2
1,117,529625,2018-04-14,2018-04-14T20:05:00Z,5,12,5,2,0,1,7,3,0,8,1,38,0,0,0,0,42,13,5,15,0,0,0,0,0,0,6,0,0,4,15,3,0,11,0,40,0,0,10.0,6,44,30,0,0,0,0,6,0,0,0,0,0
0,144,529613,2018-04-14,2018-04-14T18:20:00Z,2,17,10,4,0,1,6,8,0,15,0,40,0,0,0,0,49,22,10,26,1,0,0,0,0,0,14,0,0,1,12,10,0,10,2,35,0,0,8.0,12,48,24,2,0,0,0,12,0,0,0,0,0
0,138,529624,2018-04-14,2018-04-14T17:10:00Z,7,8,6,3,0,2,9,5,0,8,1,33,0,3,0,0,40,17,6,18,0,1,0,0,0,0,1,0,0,1,6,3,0,7,0,33,0,0,9.0,1,36,27,0,0,0,0,1,0,0,0,0,0
1,111,529614,2018-04-14,2018-04-14T17:05:00Z,6,11,10,4,0,2,3,2,0,15,0,39,0,0,0,0,41,25,9,17,0,0,0,0,0,0,3,0,0,1,9,1,0,9,0,34,0,0,9.0,3,35,27,0,0,0,0,3,0,0,0,0,0
1,113,529624,2018-04-14,2018-04-14T17:10:00Z,4,10,1,0,0,1,6,3,0,7,0,33,0,0,0,0,36,10,1,17,0,0,0,0,0,0,6,0,0,2,9,5,0,8,1,33,0,0,9.0,6,40,27,1,0,0,0,6,0,0,0,0,1
1,112,529613,2018-04-14,2018-04-14T18:20:00Z,3,6,14,2,1,1,12,10,0,10,2,35,0,0,0,0,48,17,12,24,0,0,0,0,0,0,10,0,0,1,6,8,0,15,0,40,0,0,9.0,9,49,27,0,0,0,0,10,0,0,0,1,0
0,158,529618,2018-04-14,2018-04-14T23:10:00Z,2,8,5,1,0,3,13,1,0,9,0,35,0,1,0,0,37,19,5,9,1,0,0,0,0,0,1,0,0,0,10,2,0,3,1,28,0,0,9.0,1,31,27,1,0,0,0,1,0,0,0,0,0
1,111,529629,2018-04-15,2018-04-15T17:05:00Z,3,6,3,4,1,0,8,2,0,10,0,34,0,2,0,0,36,16,2,19,0,0,0,0,0,0,1,0,0,0,14,3,0,3,0,30,0,0,9.0,1,33,27,0,0,0,0,1,0,0,0,0,0
0,137,529638,2018-04-15,2018-04-15T20:10:00Z,4,8,1,2,0,0,12,1,0,7,0,32,0,0,0,0,34,9,1,14,0,1,0,0,0,0,10,0,0,1,12,7,0,11,1,35,0,0,8.0,9,43,24,1,0,0,0,9,0,0,0,0,0
0,110,529629,2018-04-15,2018-04-15T17:05:00Z,3,7,1,1,0,0,14,3,0,3,0,30,0,1,0,0,33,4,1,10,0,0,0,0,0,0,3,0,0,0,8,2,0,10,0,34,0,0,8.0,1,36,24,0,0,0,0,2,0,0,0,0,0
0,158,529633,2018-04-15,2018-04-15T17:10:00Z,2,8,2,0,0,0,16,5,0,4,0,33,0,2,0,0,38,4,0,18,0,0,0,0,0,0,3,0,0,2,11,6,0,7,1,34,0,0,8.2,3,43,26,1,0,0,0,3,0,0,0,0,0
1,117,529640,2018-04-15,2018-04-16T00:08:00Z,7,11,1,1,0,0,10,2,0,3,0,33,0,1,0,0,36,4,1,10,0,1,0,0,0,0,3,0,0,1,12,1,0,5,1,35,0,0,10.0,3,37,30,1,0,0,0,3,0,0,0,0,0
0,115,529631,2018-04-15,2018-04-15T17:35:00Z,4,7,6,1,0,3,10,1,0,6,0,33,0,0,0,0,34,16,6,3,0,0,0,0,0,0,5,0,0,2,10,10,0,5,1,28,0,0,9.0,3,40,27,1,0,0,0,2,0,0,0,1,0
