year,team,wins,losses,win_loss_percentage,home,gamePk,flyOuts,groundOuts,avg_runs_scored,doubles,triples,homeruns,strikeouts_x,bases_on_balls,intentionalWalks,hits_x,hitByPitch,at_bats,caughtStealing,stolenBases,groundIntoDoublePlay,groundIntoTriplePlay,plate_appearances,totalBases,RBI,leftOnBase,sacBunts,sacFlies,catchersInterference,pickoffs,airOutsPitching,groundOutsPitching,avg_runs_allowed,doublesPitching,triplesPitching,homeRunsPitching,strikeouts_y,baseOnBallsPitching,intentionalWalksPitching,hits_y,hitByPitchPitching,atBatsPitching,caughtStealingPitching,stolenBasesPitching,innings_pitched,earned_runs,battersFaced,outsPitching,hitBatsmen,balks,wildPitches,pickoffsPitching,rbiPitching,inheritedRunners,inheritedRunnersScored,catchersInterferencePitching,sacBuntsPitching,sacFliesPitching,teamName
2018,108,7021.0,6759.0,0.5095065312046444,0.5,530611.2345679012,4.617283950617284,9.228395061728396,4.450617283950617,1.537037037037037,0.1419753086419753,1.3209876543209877,8.024691358024691,3.1728395061728394,0.0,8.166666666666666,0.4506172839506173,33.77777777777778,0.13580246913580246,0.5493827160493827,0.0,0.0,37.95679012345679,13.950617283950617,4.2592592592592595,13.814814814814815,0.043209876543209874,0.24074074074074073,0.018518518518518517,0.043209876543209874,0.0,0.0,4.45679012345679,0.0,0.0,1.2654320987654322,8.555555555555555,3.3703703703703702,0.0,8.351851851851851,0.4012345679012346,33.611111111111114,0.0,0.0,8.866666666666667,4.08641975308642,37.80864197530864,26.617283950617285,0.4012345679012346,0.0,0.0,0.043209876543209874,4.216049382716049,0.0,0.0,0.018518518518518517,0.08641975308641975,0.21604938271604937,Angels
2018,109,7524.0,6224.0,0.5472796043060809,0.5,530622.6111111111,4.277777777777778,9.537037037037036,4.277777777777778,1.5987654320987654,0.30864197530864196,1.0864197530864197,9.012345679012345,3.45679012345679,0.0,7.919753086419753,0.32098765432098764,33.7037037037037,0.15432098765432098,0.4876543209876543,0.0,0.0,38.24074074074074,13.395061728395062,4.061728395061729,13.993827160493828,0.2345679012345679,0.2777777777777778,0.012345679012345678,0.05555555555555555,0.0,0.0,3.9753086419753085,0.0,0.0,1.0740740740740742,8.938271604938272,3.2222222222222223,0.0,8.104938271604938,0.35185185185185186,33.91975308641975,0.0,0.0,9.01358024691358,3.734567901234568,38.160493827160494,27.09259259259259,0.35185185185185186,0.0,0.0,0.04938271604938271,3.740740740740741,0.0,0.0,0.012345679012345678,0.17901234567901234,0.20987654320987653,D-backs
2018,110,4276.0,10020.0,0.2991046446558478,0.5,530606.512345679,4.37037037037037,9.709876543209877,3.8395061728395063,1.4938271604938271,0.09259259259259259,1.1604938271604939,8.716049382716049,2.6049382716049383,0.0,8.12962962962963,0.35185185185185186,33.99382716049383,0.13580246913580246,0.5,0.0,0.0,37.364197530864196,13.290123456790123,3.6604938271604937,13.395061728395062,0.08024691358024691,0.21604938271604937,0.0,0.04938271604938271,0.0,0.0,5.506172839506172,0.0,0.0,1.4444444444444444,7.425925925925926,3.6358024691358026,0.0,9.580246913580247,0.41358024691358025,34.72222222222222,0.0,0.0,8.81604938271605,5.08641975308642,39.31481481481482,26.5,0.41358024691358025,0.0,0.0,0.030864197530864196,5.185185185185185,0.0,0.0,0.0,0.10493827160493827,0.25925925925925924,Orioles
2018,111,9659.0,4387.0,0.6876690872846362,0.4943181818181818,533218.1988636364,4.5397727272727275,9.857954545454545,5.454545454545454,2.159090909090909,0.18181818181818182,1.2784090909090908,7.801136363636363,3.5681818181818183,0.0,9.261363636363637,0.3465909090909091,34.79545454545455,0.19318181818181818,0.75,0.0,0.0,39.30681818181818,15.619318181818182,5.1647727272727275,14.676136363636363,0.05113636363636364,0.2897727272727273,0.0,0.07386363636363637,0.0,0.0,3.965909090909091,0.0,0.0,1.0909090909090908,9.590909090909092,3.2329545454545454,0.0,7.9772727272727275,0.5170454545454546,34.11363636363637,0.0,0.0,9.04659090909091,3.7329545454545454,38.25568181818182,27.147727272727273,0.5170454545454546,0.0,0.0,0.056818181818181816,3.8068181818181817,0.0,0.0,0.0,0.056818181818181816,0.2840909090909091,Red Sox
2018,112,8391.0,6005.0,0.582870241733815,0.5060975609756098,531070.262195122,3.8597560975609757,10.091463414634147,4.646341463414634,1.75,0.2073170731707317,1.0182926829268293,8.560975609756097,3.542682926829268,0.0,8.896341463414634,0.47560975609756095,34.55487804878049,0.23170731707317074,0.4146341463414634,0.0,0.0,39.59146341463415,14.115853658536585,4.408536585365853,15.365853658536585,0.25,0.2804878048780488,0.036585365853658534,0.07317073170731707,0.0,0.0,3.9451219512195124,0.0,0.0,0.9573170731707317,8.207317073170731,3.8109756097560976,0.0,8.109756097560975,0.4024390243902439,33.829268292682926,0.0,0.0,9.06280487804878,3.658536585365854,38.71341463414634,27.24390243902439,0.4024390243902439,0.0,0.0,0.10975609756097561,3.768292682926829,0.0,0.0,0.012195121951219513,0.23780487804878048,0.21951219512195122,Cubs
2018,113,5586.0,8221.0,0.40457738828130657,0.5,530617.4012345679,4.672839506172839,9.191358024691358,4.296296296296297,1.5493827160493827,0.15432098765432098,1.0617283950617284,8.493827160493828,3.450617283950617,0.0,8.666666666666666,0.4012345679012346,34.148148148148145,0.2037037037037037,0.47530864197530864,0.0,0.0,38.73456790123457,13.709876543209877,4.104938271604938,15.320987654320987,0.30246913580246915,0.21604938271604937,0.0,0.08641975308641975,0.0,0.0,5.055555555555555,0.0,0.0,1.4074074074074074,7.765432098765432,3.2839506172839505,0.0,9.203703703703704,0.30864197530864196,34.598765432098766,0.0,0.0,8.88641975308642,4.574074074074074,39.129629629629626,26.685185185185187,0.30864197530864196,0.0,0.0,0.024691358024691357,4.882716049382716,0.0,0.0,0.006172839506172839,0.2654320987654321,0.2962962962962963,Reds
2018,114,7672.0,6142.0,0.5553786014188504,0.49696969696969695,531233.1090909091,4.83030303030303,9.387878787878789,4.993939393939394,1.8060606060606061,0.11515151515151516,1.3212121212121213,7.387878787878788,3.393939393939394,0.0,8.848484848484848,0.48484848484848486,34.45454545454545,0.21818181818181817,0.8181818181818182,0.0,0.0,38.981818181818184,14.848484848484848,4.787878787878788,14.6,0.15757575757575756,0.2727272727272727,0.012121212121212121,0.04242424242424243,0.0,0.0,4.054545454545455,0.0,0.0,1.2606060606060605,9.503030303030304,2.5515151515151517,0.0,8.381818181818181,0.37575757575757573,34.36363636363637,0.0,0.0,8.965454545454545,3.824242424242424,37.733333333333334,26.951515151515153,0.37575757575757573,0.0,0.0,0.048484848484848485,3.9696969696969697,0.0,0.0,0.012121212121212121,0.10303030303030303,0.12727272727272726,Indians
2018,115,7320.0,6518.0,0.5289781760369996,0.49101796407185627,531646.502994012,4.005988023952096,10.035928143712574,4.6946107784431135,1.7065868263473054,0.25748502994011974,1.2574850299401197,8.622754491017965,3.1017964071856285,0.0,8.640718562874252,0.30538922155688625,34.041916167664674,0.20958083832335328,0.5748502994011976,0.0,0.0,38.16167664670659,14.634730538922156,4.502994011976048,13.886227544910179,0.25149700598802394,0.23353293413173654,0.0,0.0658682634730539,0.0,0.0,4.544910179640719,0.0,0.0,1.125748502994012,8.682634730538922,3.269461077844311,0.0,8.449101796407186,0.31137724550898205,33.81437125748503,0.0,0.0,8.917365269461078,4.269461077844311,38.02994011976048,26.802395209580837,0.31137724550898205,0.0,0.0,0.07784431137724551,4.299401197604791,0.0,0.0,0.029940119760479042,0.15568862275449102,0.281437125748503,Rockies
2018,116,5835.0,7954.0,0.42316339110885487,0.5,530613.2407407408,4.401234567901234,9.148148148148149,3.888888888888889,1.7530864197530864,0.21604938271604937,0.8333333333333334,8.277777777777779,2.6419753086419755,0.0,8.185185185185185,0.32098765432098764,33.91358024691358,0.18518518518518517,0.43209876543209874,0.0,0.0,37.32716049382716,12.87037037037037,3.685185185185185,14.11111111111111,0.09259259259259259,0.24691358024691357,0.0,0.08024691358024691,0.0,0.0,4.91358024691358,0.0,0.0,1.3333333333333333,7.5,3.0308641975308643,0.0,8.783950617283951,0.37037037037037035,33.98148148148148,0.0,0.0,8.792592592592593,4.481481481481482,37.96296296296296,26.395061728395063,0.37037037037037035,0.0,0.0,0.04938271604938271,4.734567901234568,0.0,0.0,0.006172839506172839,0.09876543209876543,0.35185185185185186,Tigers
2018,117,8819.0,5098.0,0.633685420708486,0.5058823529411764,532151.3529411765,4.794117647058823,9.435294117647059,4.935294117647059,1.7294117647058824,0.10588235294117647,1.2882352941176471,7.435294117647059,3.552941176470588,0.0,8.594117647058823,0.40588235294117647,33.68235294117647,0.17058823529411765,0.43529411764705883,0.0,0.0,38.22352941176471,14.4,4.729411764705882,14.01764705882353,0.08823529411764706,0.2647058823529412,0.047058823529411764,0.058823529411764705,0.0,0.0,3.347058823529412,0.0,0.0,0.9352941176470588,10.323529411764707,2.711764705882353,0.0,7.158823529411765,0.4117647058823529,33.1,0.0,0.0,8.964117647058824,3.152941176470588,36.53529411764706,26.929411764705883,0.4117647058823529,0.0,0.0,0.041176470588235294,3.2058823529411766,0.0,0.0,0.0058823529411764705,0.07647058823529412,0.20588235294117646,Astros
