teamId,home,gamePk,flyOuts,groundOuts,runsScored,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,groundIntoTriplePlay,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,catchersInterference,pickoffs,airOutsPitching,groundOutsPitching,runsPitching,doublesPitching,triplesPitching,homeRunsPitching,strikeOutsPitching,baseOnBallsPitching,intentionalWalksPitching,hitsPitching,hitByPitchPitching,atBatsPitching,caughtStealingPitching,stolenBasesPitching,inningsPitched,earnedRuns,battersFaced,outsPitching,hitBatsmen,balks,wildPitches,pickoffsPitching,rbiPitching,inheritedRunners,inheritedRunnersScored,catchersInterferencePitching,sacBuntsPitching,sacFliesPitching,year
136,30,37866100,240,475,254,88,5,60,545,207,0,435,30,1929,16,50,0,0,2181,713,244,813,3,12,0,7,0,0,303,0,0,79,469,230,0,481,37,1966,0,0,515.5,288,2249,1550,37,0,0,5,292,0,0,1,0,15,121200
137,30,37866823,263,477,299,107,14,81,499,195,0,532,27,2019,8,18,0,0,2259,910,290,939,4,13,1,2,0,0,297,0,0,69,488,210,0,474,34,1968,0,0,517.2,268,2240,1553,34,0,0,9,285,0,0,4,5,19,121200
138,30,38516687,239,462,256,81,7,54,504,217,0,437,37,1859,10,19,0,0,2137,694,247,846,4,19,1,1,0,0,248,0,0,75,490,218,0,407,28,1841,0,0,497.3,222,2110,1494,28,0,0,0,239,0,0,3,3,17,123220
139,42,50581560,277,622,368,122,14,114,828,306,0,605,36,2614,14,52,0,0,2974,1097,351,1109,1,16,1,3,0,0,310,0,0,103,739,246,0,638,35,2658,0,0,702.3,286,2966,2109,35,0,0,4,296,0,0,1,11,15,161600
140,30,37862941,240,489,223,80,9,62,548,167,0,421,24,1936,14,49,0,0,2147,705,204,737,2,18,0,5,0,0,312,0,0,81,489,236,0,480,30,1981,0,0,516.2,288,2273,1550,30,0,0,1,298,0,0,1,8,17,121200
141,30,39133734,266,524,305,106,4,90,531,206,0,528,13,2087,6,34,0,0,2332,912,290,854,8,15,3,5,0,0,323,0,0,84,539,255,0,534,14,2090,0,0,539.5,277,2377,1622,14,0,0,4,305,0,0,0,6,12,125240
142,32,39152106,274,452,271,82,3,91,542,196,0,475,29,1996,8,15,0,0,2237,836,260,807,2,14,0,4,0,0,222,0,0,63,548,178,0,461,21,1994,0,0,531.1,208,2205,1594,21,0,0,8,216,0,0,3,1,8,125240
143,30,37865626,252,474,306,90,10,82,480,229,0,500,28,1948,8,35,0,0,2223,856,287,891,8,10,0,3,0,0,311,0,0,80,532,185,0,549,28,1971,0,0,495.6,284,2197,1491,28,0,0,5,296,0,0,0,4,9,121200
144,37,45480441,307,533,405,151,5,119,700,282,0,654,28,2489,4,30,0,0,2810,1172,394,1169,1,10,0,5,0,0,332,0,0,86,632,260,0,585,40,2417,0,0,633.4,299,2741,1903,40,0,0,4,320,0,0,0,6,18,145440
145,30,39796038,221,522,317,100,6,101,600,185,0,564,25,2159,8,21,0,0,2386,979,305,915,1,13,3,3,0,0,258,0,0,74,545,228,0,466,23,2073,0,0,551.3,231,2340,1656,23,0,0,3,240,0,0,4,5,7,127260
146,31,41047178,224,554,275,89,5,64,585,203,0,503,31,2099,14,53,0,0,2349,794,259,923,6,9,1,8,0,0,323,0,0,88,495,242,0,542,31,2104,0,0,546.3,290,2399,1641,31,0,0,3,310,0,0,0,4,18,131300
147,32,42318003,259,571,361,93,8,111,552,287,0,537,31,2159,7,29,0,0,2497,979,347,985,1,17,2,1,0,0,303,0,0,95,602,194,0,506,28,2161,0,0,561.2,276,2396,1685,28,0,0,1,291,0,0,4,4,5,135340
158,30,39151436,196,497,249,85,5,76,610,225,0,440,35,1984,11,15,0,0,2256,763,240,834,0,10,2,5,0,0,271,0,0,68,631,196,0,458,35,2007,0,0,533.1,246,2251,1600,35,0,0,0,261,0,0,1,2,10,125240
